% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.741204817e+03 +7.741204817e+03 +7.820684817e+03 +7.820684817e+03 +0.0000e+00 +0.0000e+00 +3.0000e+01 +1.0000e+00 +1.0000e+01 +6.0000e+00 +2.5000e+01 +2.8000e+01 +2.9000e+01 +2.9000e+01 +1.7000e+01 +1.6000e+01 +2.9000e+01 +8.0000e+00 +2.3000e+01 +5.0000e+00 +9.0000e+00 +2.1000e+01 +1.8000e+01 +2.2000e+01
2 +5.362136017e+03 +5.362136017e+03 +5.441616017e+03 +5.441616017e+03 +3.0000e+00 +1.1000e+01 +3.0000e+01 +8.0000e+00 +1.9000e+01 +4.0000e+00 +1.5000e+01 +4.0000e+00 +3.0000e+00 +7.0000e+00 +2.4000e+01 +8.0000e+00 +5.0000e+00 +2.7000e+01 +1.6000e+01 +1.3000e+01 +1.9000e+01 +1.9000e+01 +1.8000e+01 +2.2000e+01
8 +3.712841617e+03 +3.712841617e+03 +3.792321617e+03 +3.792321617e+03 +1.8000e+01 +1.1000e+01 +1.1000e+01 +1.3000e+01 +1.9000e+01 +1.7000e+01 +1.0000e+01 +0.0000e+00 +1.6000e+01 +1.0000e+00 +5.0000e+00 +2.4000e+01 +2.1000e+01 +3.0000e+00 +2.0000e+00 +2.2000e+01 +5.0000e+00 +7.0000e+00 +1.9000e+01 +9.0000e+00
98 +2.379516817e+03 +2.379516817e+03 +2.458996817e+03 +2.458996817e+03 +1.4000e+01 +1.3000e+01 +2.2000e+01 +0.0000e+00 +7.0000e+00 +1.2000e+01 +1.2000e+01 +6.0000e+00 +1.0000e+00 +1.1000e+01 +8.0000e+00 +5.0000e+00 +9.0000e+00 +1.0000e+01 +1.4000e+01 +5.0000e+00 +2.0000e+01 +1.0000e+00 +3.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.136704482e+03 +6.136704482e+03 +6.531184482e+03 +6.531184482e+03 +2.7000e+01 +3.0000e+01 +1.4000e+01 +0.0000e+00 +8.0000e+00 +6.0000e+00 +0.0000e+00 +2.7000e+01 +2.2000e+01 +1.8000e+01 +4.0000e+00 +0.0000e+00 +1.1000e+01 +2.1000e+01 +6.0000e+00 +1.7000e+01 +1.7000e+01 +2.1000e+01 +1.7000e+01 +1.0000e+00
20 +3.622507682e+03 +3.622507682e+03 +4.016987682e+03 +4.016987682e+03 +8.0000e+00 +7.0000e+00 +1.8000e+01 +2.9000e+01 +0.0000e+00 +0.0000e+00 +2.1000e+01 +8.0000e+00 +7.0000e+00 +0.0000e+00 +2.5000e+01 +1.1000e+01 +0.0000e+00 +0.0000e+00 +2.6000e+01 +1.8000e+01 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.384405396e+03 +8.384405396e+03 +8.137295396e+03 +8.137295396e+03 +8.0000e+00 +0.0000e+00 +1.8000e+01 +3.0000e+00 +2.9000e+01 +2.5000e+01 +2.4000e+01 +3.0000e+01 +1.6000e+01 +2.7000e+01 +1.2000e+01 +2.4000e+01 +9.0000e+00 +3.0000e+01 +7.0000e+00 +2.0000e+01 +2.6000e+01 +2.7000e+01 +1.7000e+01 +2.3000e+01
2 +5.302410196e+03 +5.302410196e+03 +5.055300196e+03 +5.055300196e+03 +9.0000e+00 +1.8000e+01 +1.0000e+01 +2.0000e+01 +3.0000e+01 +5.0000e+00 +8.0000e+00 +1.2000e+01 +2.0000e+01 +1.7000e+01 +9.0000e+00 +1.0000e+01 +1.3000e+01 +1.0000e+00 +2.8000e+01 +1.0000e+00 +2.3000e+01 +1.7000e+01 +2.8000e+01 +2.0000e+00
16 +2.401979796e+03 +2.401979796e+03 +2.154869796e+03 +2.154869796e+03 +3.0000e+00 +1.5000e+01 +1.4000e+01 +0.0000e+00 +0.0000e+00 +1.3000e+01 +6.0000e+00 +1.2000e+01 +1.8000e+01 +9.0000e+00 +3.0000e+00 +0.0000e+00 +1.8000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.6000e+01 +1.7000e+01 +6.0000e+00 +2.1000e+01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.441698435e+03 +4.441698435e+03 +4.289658435e+03 +4.289658435e+03 +1.5000e+01 +1.0000e+00 +1.7000e+01 +2.7000e+01 +8.0000e+00 +7.0000e+00 +2.5000e+01 +1.0000e+01 +1.0000e+00 +1.3000e+01 +1.2000e+01 +1.0000e+00 +1.8000e+01 +1.0000e+01 +2.5000e+01 +1.7000e+01 +4.0000e+00 +7.0000e+00 +2.5000e+01 +1.0000e+00
45 +3.498378435e+03 +3.498378435e+03 +3.346338435e+03 +3.346338435e+03 +0.0000e+00 +6.0000e+00 +1.4000e+01 +1.7000e+01 +1.4000e+01 +0.0000e+00 +1.6000e+01 +1.1000e+01 +2.7000e+01 +1.9000e+01 +1.6000e+01 +3.0000e+00 +1.8000e+01 +9.0000e+00 +1.4000e+01 +1.7000e+01 +1.0000e+01 +1.2000e+01 +7.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.099502028e+03 +7.099502028e+03 +7.074252028e+03 +7.074252028e+03 +1.5000e+01 +0.0000e+00 +2.0000e+01 +1.1000e+01 +2.7000e+01 +2.2000e+01 +2.8000e+01 +1.0000e+00 +1.0000e+00 +1.6000e+01 +1.8000e+01 +2.6000e+01 +2.8000e+01 +2.6000e+01 +1.4000e+01 +6.0000e+00 +2.9000e+01 +8.0000e+00 +1.9000e+01 +6.0000e+00
2 +6.111156428e+03 +6.111156428e+03 +6.085906428e+03 +6.085906428e+03 +2.9000e+01 +2.2000e+01 +2.5000e+01 +1.3000e+01 +0.0000e+00 +8.0000e+00 +2.3000e+01 +1.5000e+01 +1.2000e+01 +2.4000e+01 +2.8000e+01 +1.2000e+01 +4.0000e+00 +1.1000e+01 +1.0000e+01 +3.0000e+00 +1.2000e+01 +7.0000e+00 +2.8000e+01 +1.5000e+01
9 +2.754015628e+03 +2.754015628e+03 +2.728765628e+03 +2.728765628e+03 +8.0000e+00 +4.0000e+00 +1.0000e+01 +4.0000e+00 +1.2000e+01 +1.9000e+01 +1.4000e+01 +0.0000e+00 +7.0000e+00 +8.0000e+00 +1.6000e+01 +0.0000e+00 +2.4000e+01 +1.4000e+01 +7.0000e+00 +2.0000e+01 +9.0000e+00 +1.0000e+00 +1.0000e+01 +2.0000e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.100038583e+03 +7.100038583e+03 +7.102268583e+03 +7.102268583e+03 +1.1000e+01 +1.2000e+01 +2.3000e+01 +2.9000e+01 +2.6000e+01 +1.3000e+01 +2.7000e+01 +2.0000e+01 +8.0000e+00 +1.8000e+01 +5.0000e+00 +1.8000e+01 +1.2000e+01 +1.3000e+01 +2.3000e+01 +2.3000e+01 +5.0000e+00 +1.0000e+00 +2.1000e+01 +2.3000e+01
3 +2.975140983e+03 +2.975140983e+03 +2.977370983e+03 +2.977370983e+03 +8.0000e+00 +1.6000e+01 +0.0000e+00 +3.0000e+00 +2.0000e+01 +1.0000e+01 +2.4000e+01 +1.0000e+01 +2.0000e+00 +3.0000e+00 +1.0000e+01 +5.0000e+00 +1.2000e+01 +1.3000e+01 +1.9000e+01 +9.0000e+00 +4.0000e+00 +1.2000e+01 +4.0000e+00 +1.1000e+01
62 +1.928649783e+03 +1.928649783e+03 +1.930879783e+03 +1.930879783e+03 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +1.3000e+01 +1.6000e+01 +1.0000e+01 +1.6000e+01 +1.3000e+01 +6.0000e+00 +3.0000e+00 +1.2000e+01 +7.0000e+00 +5.0000e+00 +1.1000e+01 +1.9000e+01 +3.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.268824147e+03 +7.268824147e+03 +7.255744147e+03 +7.255744147e+03 +2.0000e+01 +2.9000e+01 +3.0000e+01 +2.5000e+01 +8.0000e+00 +1.6000e+01 +2.4000e+01 +1.4000e+01 +3.0000e+01 +1.0000e+00 +5.0000e+00 +1.4000e+01 +2.2000e+01 +9.0000e+00 +9.0000e+00 +3.0000e+01 +2.6000e+01 +0.0000e+00 +1.2000e+01 +0.0000e+00
2 +3.588787347e+03 +3.588787347e+03 +3.575707347e+03 +3.575707347e+03 +4.0000e+00 +0.0000e+00 +1.0000e+01 +7.0000e+00 +1.7000e+01 +5.0000e+00 +2.9000e+01 +1.6000e+01 +0.0000e+00 +6.0000e+00 +1.5000e+01 +1.8000e+01 +1.0000e+01 +0.0000e+00 +2.7000e+01 +9.0000e+00 +2.2000e+01 +0.0000e+00 +1.0000e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.732601784e+03 +6.732601784e+03 +6.999761784e+03 +6.999761784e+03 +3.1000e+01 +2.4000e+01 +6.0000e+00 +6.0000e+00 +2.0000e+00 +6.0000e+00 +1.4000e+01 +1.8000e+01 +6.0000e+00 +4.0000e+00 +0.0000e+00 +2.5000e+01 +6.0000e+00 +1.8000e+01 +5.0000e+00 +3.0000e+01 +2.2000e+01 +2.2000e+01 +1.7000e+01 +2.6000e+01
2 +6.233774584e+03 +6.233774584e+03 +6.500934584e+03 +6.500934584e+03 +4.0000e+00 +8.0000e+00 +1.2000e+01 +1.6000e+01 +4.0000e+00 +1.4000e+01 +0.0000e+00 +2.7000e+01 +2.0000e+01 +2.8000e+01 +1.4000e+01 +8.0000e+00 +0.0000e+00 +3.0000e+01 +2.2000e+01 +1.4000e+01 +0.0000e+00 +7.0000e+00 +8.0000e+00 +2.8000e+01
