% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.700582417e+03 +7.700582417e+03 +7.780062417e+03 +7.780062417e+03 +2.2000e+01 +1.0000e+00 +1.7000e+01 +1.0000e+00 +2.6000e+01 +2.0000e+01 +3.0000e+00 +2.7000e+01 +1.7000e+01 +2.4000e+01 +1.8000e+01 +1.0000e+01 +2.1000e+01 +2.4000e+01 +2.6000e+01 +2.3000e+01 +2.1000e+01 +1.5000e+01 +1.0000e+01 +2.6000e+01
2 +4.802907217e+03 +4.802907217e+03 +4.882387217e+03 +4.882387217e+03 +2.2000e+01 +1.1000e+01 +1.7000e+01 +7.0000e+00 +3.0000e+01 +1.5000e+01 +0.0000e+00 +1.0000e+00 +2.4000e+01 +6.0000e+00 +1.4000e+01 +5.0000e+00 +1.9000e+01 +1.0000e+00 +1.0000e+00 +7.0000e+00 +1.5000e+01 +1.8000e+01 +2.3000e+01 +5.0000e+00
15 +3.727616017e+03 +3.727616017e+03 +3.807096017e+03 +3.807096017e+03 +0.0000e+00 +0.0000e+00 +1.6000e+01 +2.2000e+01 +2.1000e+01 +2.5000e+01 +5.0000e+00 +1.3000e+01 +6.0000e+00 +8.0000e+00 +1.6000e+01 +2.0000e+01 +6.0000e+00 +2.3000e+01 +6.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +1.3000e+01
55 +2.293331217e+03 +2.293331217e+03 +2.372811217e+03 +2.372811217e+03 +0.0000e+00 +0.0000e+00 +1.2000e+01 +1.8000e+01 +1.7000e+01 +2.1000e+01 +1.0000e+00 +9.0000e+00 +2.0000e+00 +4.0000e+00 +1.2000e+01 +1.6000e+01 +2.0000e+00 +1.9000e+01 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +9.0000e+00
85 +1.514440017e+03 +1.514440017e+03 +1.593920017e+03 +1.593920017e+03 +0.0000e+00 +0.0000e+00 +9.0000e+00 +1.5000e+01 +1.4000e+01 +1.8000e+01 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.0000e+00 +9.0000e+00 +1.3000e+01 +0.0000e+00 +1.6000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +6.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.579352482e+03 +3.579352482e+03 +3.973832482e+03 +3.973832482e+03 +8.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +2.9000e+01 +1.5000e+01 +8.0000e+00 +1.0000e+00 +1.0000e+01 +1.0000e+00 +8.0000e+00 +1.5000e+01 +9.0000e+00 +1.0000e+01 +5.0000e+00 +1.0000e+00 +2.6000e+01 +7.0000e+00 +1.0000e+00 +2.6000e+01
32 +2.458454882e+03 +2.458454882e+03 +2.852934882e+03 +2.852934882e+03 +0.0000e+00 +2.5000e+01 +0.0000e+00 +1.5000e+01 +5.0000e+00 +7.0000e+00 +1.8000e+01 +1.8000e+01 +1.7000e+01 +0.0000e+00 +0.0000e+00 +1.3000e+01 +7.0000e+00 +1.1000e+01 +0.0000e+00 +5.0000e+00 +2.0000e+00 +1.2000e+01 +0.0000e+00 +1.0000e+01
69 +1.434067682e+03 +1.434067682e+03 +1.828547682e+03 +1.828547682e+03 +2.0000e+00 +1.8000e+01 +1.5000e+01 +1.2000e+01 +5.0000e+00 +6.0000e+00 +3.0000e+00 +5.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +6.0000e+00 +7.0000e+00 +6.0000e+00 +6.0000e+00
99 +8.598180819e+02 +8.598180819e+02 +1.254298082e+03 +1.254298082e+03 +0.0000e+00 +1.5000e+01 +1.2000e+01 +9.0000e+00 +2.0000e+00 +3.0000e+00 +0.0000e+00 +2.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +4.0000e+00 +3.0000e+00 +3.0000e+00
