% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.456443217e+03 +3.456443217e+03 +3.535923217e+03 +3.535923217e+03 +4.0000e+00 +1.0000e+01 +2.5000e+01 +2.0000e+00 +7.0000e+00 +1.4000e+01 +4.0000e+00 +6.0000e+00 +1.0000e+01 +7.0000e+00 +6.0000e+00 +2.4000e+01 +1.9000e+01 +9.0000e+00 +8.0000e+00 +0.0000e+00 +5.0000e+00 +2.8000e+01 +1.0000e+00 +7.0000e+00
301 +2.408233617e+03 +2.408233617e+03 +2.487713617e+03 +2.487713617e+03 +1.0000e+00 +7.0000e+00 +2.2000e+01 +0.0000e+00 +4.0000e+00 +1.1000e+01 +1.0000e+00 +3.0000e+00 +7.0000e+00 +4.0000e+00 +3.0000e+00 +2.1000e+01 +1.6000e+01 +6.0000e+00 +5.0000e+00 +0.0000e+00 +2.0000e+00 +2.5000e+01 +0.0000e+00 +4.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.554944482e+03 +3.554944482e+03 +3.949424482e+03 +3.949424482e+03 +0.0000e+00 +2.1000e+01 +1.9000e+01 +1.0000e+00 +0.0000e+00 +1.2000e+01 +7.0000e+00 +1.0000e+00 +1.5000e+01 +1.5000e+01 +0.0000e+00 +8.0000e+00 +2.1000e+01 +1.6000e+01 +2.0000e+01 +0.0000e+00 +0.0000e+00 +1.3000e+01 +4.0000e+00 +1.6000e+01
247 +2.410413282e+03 +2.410413282e+03 +2.804893282e+03 +2.804893282e+03 +0.0000e+00 +3.0000e+00 +1.5000e+01 +1.0000e+01 +1.4000e+01 +0.0000e+00 +2.5000e+01 +5.0000e+00 +1.5000e+01 +1.0000e+00 +1.1000e+01 +2.4000e+01 +7.0000e+00 +0.0000e+00 +5.0000e+00 +4.0000e+00 +7.0000e+00 +4.0000e+00 +1.3000e+01 +3.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.095653396e+03 +6.095653396e+03 +5.848543396e+03 +5.848543396e+03 +2.0000e+00 +1.0000e+00 +1.2000e+01 +2.1000e+01 +1.5000e+01 +1.1000e+01 +2.2000e+01 +2.4000e+01 +8.0000e+00 +2.6000e+01 +2.5000e+01 +5.0000e+00 +2.5000e+01 +2.3000e+01 +1.7000e+01 +1.7000e+01 +1.9000e+01 +2.3000e+01 +7.0000e+00 +2.0000e+01
3 +3.941486996e+03 +3.941486996e+03 +3.694376996e+03 +3.694376996e+03 +0.0000e+00 +8.0000e+00 +2.3000e+01 +6.0000e+00 +2.0000e+00 +5.0000e+00 +1.8000e+01 +1.8000e+01 +1.0000e+00 +2.0000e+00 +1.3000e+01 +1.7000e+01 +2.5000e+01 +1.0000e+00 +6.0000e+00 +7.0000e+00 +3.0000e+01 +2.6000e+01 +1.5000e+01 +2.0000e+00
227 +2.456638996e+03 +2.456638996e+03 +2.209528996e+03 +2.209528996e+03 +1.6000e+01 +3.0000e+00 +0.0000e+00 +8.0000e+00 +3.0000e+00 +2.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +4.0000e+00 +1.4000e+01 +2.2000e+01 +2.5000e+01 +1.0000e+01 +5.0000e+00 +3.0000e+00 +1.1000e+01 +8.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
