% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.266092817e+03 +5.266092817e+03 +5.345572817e+03 +5.345572817e+03 +3.0000e+01 +2.4000e+01 +1.9000e+01 +1.8000e+01 +1.8000e+01 +6.0000e+00 +1.9000e+01 +0.0000e+00 +9.0000e+00 +1.6000e+01 +2.5000e+01 +0.0000e+00 +7.0000e+00 +1.6000e+01 +1.5000e+01 +1.7000e+01 +0.0000e+00 +6.0000e+00 +1.6000e+01 +9.0000e+00
53 +3.341460817e+03 +3.341460817e+03 +3.420940817e+03 +3.420940817e+03 +3.0000e+00 +1.1000e+01 +2.1000e+01 +4.0000e+00 +1.1000e+01 +4.0000e+00 +1.5000e+01 +2.1000e+01 +1.1000e+01 +4.0000e+00 +1.1000e+01 +2.0000e+01 +2.1000e+01 +1.8000e+01 +4.0000e+00 +4.0000e+00 +4.0000e+00 +6.0000e+00 +1.8000e+01 +4.0000e+00
61 +2.203644817e+03 +2.203644817e+03 +2.283124817e+03 +2.283124817e+03 +6.0000e+00 +0.0000e+00 +1.4000e+01 +1.3000e+01 +0.0000e+00 +3.0000e+00 +1.3000e+01 +1.6000e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.6000e+01 +0.0000e+00 +1.6000e+01 +1.3000e+01 +1.6000e+01 +1.3000e+01 +1.3000e+01 +6.0000e+00 +1.4000e+01
141 +1.283609617e+03 +1.283609617e+03 +1.363089617e+03 +1.363089617e+03 +1.0000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+01 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.2000e+01 +1.0000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00
157 +9.075312173e+02 +9.075312173e+02 +9.870112173e+02 +9.870112173e+02 +6.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.6000e+01 +6.0000e+00 +1.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +1.6000e+01
197 +4.641728173e+02 +4.641728173e+02 +5.436528173e+02 +5.436528173e+02 +6.0000e+00 +1.2000e+01 +4.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.878326882e+03 +4.878326882e+03 +5.272806882e+03 +5.272806882e+03 +7.0000e+00 +7.0000e+00 +2.1000e+01 +5.0000e+00 +9.0000e+00 +1.0000e+01 +2.4000e+01 +7.0000e+00 +2.3000e+01 +7.0000e+00 +2.2000e+01 +7.0000e+00 +3.0000e+01 +9.0000e+00 +2.4000e+01 +2.1000e+01 +7.0000e+00 +7.0000e+00 +7.0000e+00 +9.0000e+00
25 +3.740554082e+03 +3.740554082e+03 +4.135034082e+03 +4.135034082e+03 +2.0000e+01 +3.0000e+00 +2.1000e+01 +1.3000e+01 +0.0000e+00 +5.0000e+00 +0.0000e+00 +1.0000e+01 +2.1000e+01 +0.0000e+00 +1.5000e+01 +2.1000e+01 +7.0000e+00 +2.3000e+01 +1.5000e+01 +2.1000e+01 +5.0000e+00 +1.0000e+00 +7.0000e+00 +0.0000e+00
69 +2.245507682e+03 +2.245507682e+03 +2.639987682e+03 +2.639987682e+03 +0.0000e+00 +0.0000e+00 +1.8000e+01 +1.8000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.8000e+01 +0.0000e+00 +1.4000e+01 +2.3000e+01 +1.8000e+01 +5.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00
89 +1.213774882e+03 +1.213774882e+03 +1.608254882e+03 +1.608254882e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.2000e+01 +1.7000e+01 +0.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
102 +3.245268819e+02 +3.245268819e+02 +7.190068819e+02 +7.190068819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
110 +1.466628819e+02 +1.466628819e+02 +5.411428819e+02 +5.411428819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.378720596e+03 +4.378720596e+03 +4.131610596e+03 +4.131610596e+03 +2.0000e+00 +7.0000e+00 +2.3000e+01 +1.3000e+01 +2.1000e+01 +4.0000e+00 +7.0000e+00 +3.0000e+00 +3.0000e+01 +3.0000e+00 +6.0000e+00 +6.0000e+00 +2.3000e+01 +1.3000e+01 +2.3000e+01 +3.0000e+00 +6.0000e+00 +3.0000e+00 +3.0000e+01 +1.3000e+01
3 +3.913946196e+03 +3.913946196e+03 +3.666836196e+03 +3.666836196e+03 +0.0000e+00 +3.0000e+00 +2.5000e+01 +2.1000e+01 +0.0000e+00 +1.1000e+01 +1.9000e+01 +3.0000e+00 +3.0000e+00 +3.0000e+00 +0.0000e+00 +1.7000e+01 +2.5000e+01 +2.1000e+01 +2.5000e+01 +3.0000e+00 +1.7000e+01 +3.0000e+00 +2.0000e+00 +2.1000e+01
9 +2.035240596e+03 +2.035240596e+03 +1.788130596e+03 +1.788130596e+03 +9.0000e+00 +8.0000e+00 +7.0000e+00 +7.0000e+00 +2.0000e+00 +0.0000e+00 +1.4000e+01 +8.0000e+00 +2.9000e+01 +8.0000e+00 +9.0000e+00 +0.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +8.0000e+00 +0.0000e+00 +8.0000e+00 +1.6000e+01 +7.0000e+00
49 +5.965941958e+02 +5.965941958e+02 +3.494841958e+02 +3.494841958e+02 +4.0000e+00 +8.0000e+00 +5.0000e+00 +5.0000e+00 +6.0000e+00 +5.0000e+00 +6.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +5.0000e+00 +7.0000e+00 +5.0000e+00 +5.0000e+00 +6.0000e+00 +5.0000e+00 +5.0000e+00 +6.0000e+00
89 +2.396085958e+02 +2.396085958e+02 -7.501404160e+00 -7.501404160e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +4.0000e+00 +3.0000e+00 +3.0000e+00 +2.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +4.0000e+00 +3.0000e+00
129 +1.229189958e+02 +1.229189958e+02 -1.241910042e+02 -1.241910042e+02 +1.0000e+00 +1.0000e+00 +2.0000e+00 +1.0000e+00 +1.0000e+00 +2.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +2.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.499508035e+03 +7.499508035e+03 +7.347468035e+03 +7.347468035e+03 +1.2000e+01 +2.7000e+01 +9.0000e+00 +2.4000e+01 +6.0000e+00 +8.0000e+00 +2.7000e+01 +2.4000e+01 +3.0000e+00 +2.5000e+01 +2.9000e+01 +1.5000e+01 +2.4000e+01 +2.4000e+01 +1.5000e+01 +8.0000e+00 +2.0000e+01 +2.7000e+01 +9.0000e+00 +2.4000e+01
5 +3.863695235e+03 +3.863695235e+03 +3.711655235e+03 +3.711655235e+03 +2.3000e+01 +6.0000e+00 +1.8000e+01 +7.0000e+00 +1.2000e+01 +0.0000e+00 +8.0000e+00 +1.6000e+01 +0.0000e+00 +9.0000e+00 +2.0000e+01 +2.4000e+01 +7.0000e+00 +1.6000e+01 +2.2000e+01 +0.0000e+00 +1.6000e+01 +8.0000e+00 +1.3000e+01 +7.0000e+00
33 +1.221640835e+03 +1.221640835e+03 +1.069600835e+03 +1.069600835e+03 +1.4000e+01 +3.0000e+00 +9.0000e+00 +1.0000e+01 +3.0000e+00 +6.0000e+00 +1.0000e+00 +1.1000e+01 +9.0000e+00 +1.0000e+00 +9.0000e+00 +3.0000e+00 +7.0000e+00 +1.1000e+01 +1.0000e+01 +3.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +1.3000e+01
53 +9.884744352e+02 +9.884744352e+02 +8.364344352e+02 +8.364344352e+02 +1.0000e+00 +6.0000e+00 +8.0000e+00 +5.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +0.0000e+00 +8.0000e+00 +1.0000e+01 +5.0000e+00 +9.0000e+00 +5.0000e+00 +9.0000e+00 +8.0000e+00 +1.3000e+01 +6.0000e+00 +1.3000e+01 +8.0000e+00 +2.0000e+00
127 +1.996184352e+02 +1.996184352e+02 +4.757843520e+01 +4.757843520e+01 +2.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +5.0000e+00 +2.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00
147 +1.357992352e+02 +1.357992352e+02 -1.624076480e+01 -1.624076480e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.235522828e+03 +9.235522828e+03 +9.210272828e+03 +9.210272828e+03 +0.0000e+00 +5.0000e+00 +1.8000e+01 +3.0000e+01 +2.4000e+01 +5.0000e+00 +2.8000e+01 +2.8000e+01 +1.8000e+01 +2.7000e+01 +2.4000e+01 +1.0000e+00 +2.7000e+01 +2.7000e+01 +2.5000e+01 +1.6000e+01 +1.7000e+01 +1.4000e+01 +1.2000e+01 +2.8000e+01
2 +5.666228428e+03 +5.666228428e+03 +5.640978428e+03 +5.640978428e+03 +1.0000e+01 +2.5000e+01 +2.9000e+01 +1.8000e+01 +1.5000e+01 +2.5000e+01 +1.1000e+01 +8.0000e+00 +2.9000e+01 +1.3000e+01 +1.5000e+01 +9.0000e+00 +1.3000e+01 +1.3000e+01 +3.0000e+00 +2.5000e+01 +1.0000e+00 +1.6000e+01 +5.0000e+00 +8.0000e+00
8 +3.373486028e+03 +3.373486028e+03 +3.348236028e+03 +3.348236028e+03 +6.0000e+00 +1.2000e+01 +0.0000e+00 +2.5000e+01 +1.0000e+01 +8.0000e+00 +6.0000e+00 +1.5000e+01 +0.0000e+00 +6.0000e+00 +1.0000e+01 +4.0000e+00 +1.8000e+01 +1.8000e+01 +2.7000e+01 +1.6000e+01 +2.0000e+00 +1.0000e+00 +3.0000e+00 +1.5000e+01
64 +1.890028428e+03 +1.890028428e+03 +1.864778428e+03 +1.864778428e+03 +2.4000e+01 +1.0000e+01 +1.4000e+01 +2.2000e+01 +8.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +0.0000e+00 +1.4000e+01 +8.0000e+00 +2.0000e+00 +8.0000e+00 +2.0000e+00 +0.0000e+00 +8.0000e+00 +8.0000e+00 +2.0000e+00
84 +1.254950028e+03 +1.254950028e+03 +1.229700028e+03 +1.229700028e+03 +7.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +7.0000e+00 +1.0000e+00 +7.0000e+00 +9.0000e+00 +1.3000e+01 +1.3000e+01 +7.0000e+00 +0.0000e+00 +7.0000e+00 +1.3000e+01 +1.0000e+00 +1.0000e+00 +9.0000e+00 +1.3000e+01 +7.0000e+00 +1.0000e+00
