% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.500523217e+03 +4.500523217e+03 +4.580003217e+03 +4.580003217e+03 +0.0000e+00 +1.9000e+01 +6.0000e+00 +2.8000e+01 +1.5000e+01 +1.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +6.0000e+00 +1.0000e+01 +5.0000e+00 +2.5000e+01 +0.0000e+00 +2.5000e+01 +2.4000e+01 +2.6000e+01 +2.0000e+00 +6.0000e+00 +2.5000e+01
39 +3.978145617e+03 +3.978145617e+03 +4.057625617e+03 +4.057625617e+03 +6.0000e+00 +3.0000e+00 +2.0000e+00 +1.3000e+01 +2.2000e+01 +2.3000e+01 +2.0000e+00 +6.0000e+00 +2.1000e+01 +1.0000e+00 +1.6000e+01 +1.8000e+01 +1.0000e+00 +2.0000e+01 +3.0000e+00 +1.3000e+01 +9.0000e+00 +7.0000e+00 +2.9000e+01 +8.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.074931682e+03 +8.074931682e+03 +8.469411682e+03 +8.469411682e+03 +2.8000e+01 +2.0000e+00 +1.5000e+01 +1.9000e+01 +2.9000e+01 +2.8000e+01 +3.0000e+00 +2.8000e+01 +2.3000e+01 +1.2000e+01 +8.0000e+00 +2.5000e+01 +2.6000e+01 +2.6000e+01 +1.4000e+01 +1.0000e+00 +1.7000e+01 +3.0000e+00 +1.6000e+01 +2.1000e+01
2 +5.671202082e+03 +5.671202082e+03 +6.065682082e+03 +6.065682082e+03 +5.0000e+00 +1.1000e+01 +1.4000e+01 +2.5000e+01 +2.8000e+01 +2.0000e+01 +5.0000e+00 +5.0000e+00 +3.0000e+01 +2.8000e+01 +4.0000e+00 +1.0000e+01 +1.9000e+01 +1.2000e+01 +9.0000e+00 +2.0000e+00 +1.2000e+01 +1.1000e+01 +1.2000e+01 +1.7000e+01
23 +3.871402082e+03 +3.871402082e+03 +4.265882082e+03 +4.265882082e+03 +1.2000e+01 +1.3000e+01 +1.6000e+01 +0.0000e+00 +7.0000e+00 +2.0000e+00 +6.0000e+00 +1.5000e+01 +0.0000e+00 +3.0000e+00 +2.9000e+01 +4.0000e+00 +1.2000e+01 +5.0000e+00 +4.0000e+00 +8.0000e+00 +3.0000e+01 +1.7000e+01 +1.3000e+01 +1.0000e+01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.935230996e+03 +4.935230996e+03 +4.688120996e+03 +4.688120996e+03 +1.2000e+01 +2.8000e+01 +1.7000e+01 +4.0000e+00 +2.1000e+01 +1.8000e+01 +1.9000e+01 +1.7000e+01 +1.2000e+01 +2.9000e+01 +1.0000e+00 +3.0000e+00 +1.6000e+01 +1.7000e+01 +2.7000e+01 +0.0000e+00 +9.0000e+00 +1.0000e+00 +1.6000e+01 +1.0000e+00
17 +3.489798996e+03 +3.489798996e+03 +3.242688996e+03 +3.242688996e+03 +3.0000e+00 +1.5000e+01 +8.0000e+00 +1.6000e+01 +1.7000e+01 +6.0000e+00 +2.0000e+01 +1.1000e+01 +1.5000e+01 +1.5000e+01 +1.1000e+01 +4.0000e+00 +1.0000e+01 +6.0000e+00 +1.7000e+01 +9.0000e+00 +4.0000e+00 +8.0000e+00 +2.9000e+01 +1.7000e+01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.071752835e+03 +4.071752835e+03 +3.919712835e+03 +3.919712835e+03 +2.0000e+00 +5.0000e+00 +3.0000e+00 +1.2000e+01 +0.0000e+00 +5.0000e+00 +5.0000e+00 +2.4000e+01 +1.9000e+01 +1.1000e+01 +1.6000e+01 +1.7000e+01 +1.8000e+01 +1.7000e+01 +1.3000e+01 +2.3000e+01 +0.0000e+00 +1.4000e+01 +2.6000e+01 +1.1000e+01
