% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.806190701e+02 +7.806190701e+02 +8.600990701e+02 +8.600990701e+02 +1.6000e+01 +9.0000e+00 +2.0000e+01
3 +3.425486701e+02 +3.425486701e+02 +4.220286701e+02 +4.220286701e+02 +3.0000e+00 +1.2000e+01 +1.2000e+01
15 +2.400366701e+02 +2.400366701e+02 +3.195166701e+02 +3.195166701e+02 +1.0000e+00 +1.0000e+01 +1.0000e+01
27 +1.427054701e+02 +1.427054701e+02 +2.221854701e+02 +2.221854701e+02 +0.0000e+00 +7.0000e+00 +8.0000e+00
33 +9.402867008e+01 +9.402867008e+01 +1.735086701e+02 +1.735086701e+02 +6.0000e+00 +0.0000e+00 +7.0000e+00
45 +4.814387008e+01 +4.814387008e+01 +1.276238701e+02 +1.276238701e+02 +4.0000e+00 +0.0000e+00 +5.0000e+00
51 +3.965907008e+01 +3.965907008e+01 +1.191390701e+02 +1.191390701e+02 +0.0000e+00 +3.0000e+00 +4.0000e+00
57 +1.825907008e+01 +1.825907008e+01 +9.773907008e+01 +9.773907008e+01 +2.0000e+00 +0.0000e+00 +3.0000e+00
63 +9.316670080e+00 +9.316670080e+00 +8.879667008e+01 +8.879667008e+01 +1.0000e+00 +0.0000e+00 +2.0000e+00
69 +4.374270080e+00 +4.374270080e+00 +8.385427008e+01 +8.385427008e+01 +0.0000e+00 +0.0000e+00 +1.0000e+00
75 +1.926270080e+00 +1.926270080e+00 +8.140627008e+01 +8.140627008e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.966757805e+02 +3.966757805e+02 +7.911557805e+02 +7.911557805e+02 +2.0000e+00 +0.0000e+00 +1.5000e+01
25 +2.426629805e+02 +2.426629805e+02 +6.371429805e+02 +6.371429805e+02 +0.0000e+00 +0.0000e+00 +1.1000e+01
47 +1.482565805e+02 +1.482565805e+02 +5.427365805e+02 +5.427365805e+02 +0.0000e+00 +8.0000e+00 +0.0000e+00
67 +8.442938048e+01 +8.442938048e+01 +4.789093805e+02 +4.789093805e+02 +0.0000e+00 +0.0000e+00 +4.0000e+00
79 +5.721978048e+01 +5.721978048e+01 +4.516997805e+02 +4.516997805e+02 +0.0000e+00 +0.0000e+00 +2.0000e+00
91 +3.801018048e+01 +3.801018048e+01 +4.324901805e+02 +4.324901805e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.861548902e+02 +6.861548902e+02 +4.390448902e+02 +4.390448902e+02 +1.2000e+01 +1.4000e+01 +1.5000e+01
6 +2.714908902e+02 +2.714908902e+02 +2.438089024e+01 +2.438089024e+01 +6.0000e+00 +4.0000e+00 +1.2000e+01
12 +2.219180902e+02 +2.219180902e+02 -2.519190976e+01 -2.519190976e+01 +5.0000e+00 +3.0000e+00 +1.1000e+01
24 +1.247660902e+02 +1.247660902e+02 -1.223439098e+02 -1.223439098e+02 +1.0000e+00 +3.0000e+00 +9.0000e+00
36 +7.421729024e+01 +7.421729024e+01 -1.728927098e+02 -1.728927098e+02 +0.0000e+00 +1.0000e+00 +7.0000e+00
42 +5.924129024e+01 +5.924129024e+01 -1.878687098e+02 -1.878687098e+02 +0.0000e+00 +0.0000e+00 +6.0000e+00
54 +3.647649024e+01 +3.647649024e+01 -2.106335098e+02 -2.106335098e+02 +0.0000e+00 +0.0000e+00 +4.0000e+00
66 +2.171169024e+01 +2.171169024e+01 -2.253983098e+02 -2.253983098e+02 +0.0000e+00 +0.0000e+00 +2.0000e+00
78 +1.494689024e+01 +1.494689024e+01 -2.321631098e+02 -2.321631098e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.350053627e+03 +1.350053627e+03 +1.198013627e+03 +1.198013627e+03 +2.9000e+01 +5.0000e+00 +1.8000e+01
5 +9.622136269e+02 +9.622136269e+02 +8.101736269e+02 +8.101736269e+02 +2.5000e+01 +3.0000e+00 +1.4000e+01
20 +5.052200269e+02 +5.052200269e+02 +3.531800269e+02 +3.531800269e+02 +1.6000e+01 +1.0000e+01 +9.0000e+00
32 +3.433832269e+02 +3.433832269e+02 +1.913432269e+02 +1.913432269e+02 +1.2000e+01 +1.0000e+01 +7.0000e+00
44 +2.283112269e+02 +2.283112269e+02 +7.627122688e+01 +7.627122688e+01 +1.0000e+01 +8.0000e+00 +5.0000e+00
56 +1.397096269e+02 +1.397096269e+02 -1.233037312e+01 -1.233037312e+01 +4.0000e+00 +1.0000e+01 +3.0000e+00
65 +9.550002688e+01 +9.550002688e+01 -5.653997312e+01 -5.653997312e+01 +1.0000e+00 +7.0000e+00 +4.0000e+00
74 +4.810162688e+01 +4.810162688e+01 -1.039383731e+02 -1.039383731e+02 +1.0000e+00 +7.0000e+00 +0.0000e+00
80 +3.641522688e+01 +3.641522688e+01 -1.156247731e+02 -1.156247731e+02 +0.0000e+00 +6.0000e+00 +0.0000e+00
86 +2.364562688e+01 +2.364562688e+01 -1.283943731e+02 -1.283943731e+02 +1.0000e+00 +4.0000e+00 +0.0000e+00
95 +1.580722688e+01 +1.580722688e+01 -1.362327731e+02 -1.362327731e+02 +0.0000e+00 +2.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.578243130e+02 +8.578243130e+02 +8.325743130e+02 +8.325743130e+02 +1.0000e+00 +1.3000e+01 +2.5000e+01
19 +5.561251130e+02 +5.561251130e+02 +5.308751130e+02 +5.308751130e+02 +6.0000e+00 +2.0000e+00 +2.2000e+01
40 +3.291603130e+02 +3.291603130e+02 +3.039103130e+02 +3.039103130e+02 +2.0000e+01 +3.0000e+00 +6.0000e+00
52 +2.104307130e+02 +2.104307130e+02 +1.851807130e+02 +1.851807130e+02 +1.7000e+01 +2.0000e+00 +4.0000e+00
70 +6.560831296e+01 +6.560831296e+01 +4.035831296e+01 +4.035831296e+01 +8.0000e+00 +7.0000e+00 +1.0000e+00
76 +4.822271296e+01 +4.822271296e+01 +2.297271296e+01 +2.297271296e+01 +6.0000e+00 +7.0000e+00 +0.0000e+00
82 +2.676351296e+01 +2.676351296e+01 +1.513512960e+00 +1.513512960e+00 +6.0000e+00 +5.0000e+00 +0.0000e+00
88 +1.526271296e+01 +1.526271296e+01 -9.987287040e+00 -9.987287040e+00 +5.0000e+00 +4.0000e+00 +0.0000e+00
94 +7.761912960e+00 +7.761912960e+00 -1.748808704e+01 -1.748808704e+01 +4.0000e+00 +3.0000e+00 +0.0000e+00
106 +4.760312960e+00 +4.760312960e+00 -2.048968704e+01 -2.048968704e+01 +2.0000e+00 +1.0000e+00 +0.0000e+00
114 +2.302712960e+00 +2.302712960e+00 -2.294728704e+01 -2.294728704e+01 +4.0000e+00 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.072834816e+02 +4.072834816e+02 +4.095134816e+02 +4.095134816e+02 +1.1000e+01 +1.3000e+01 +1.1000e+01
2 +5.800188160e+01 +5.800188160e+01 +6.023188160e+01 +6.023188160e+01 +1.0000e+00 +4.0000e+00 +3.0000e+00
8 +1.045468160e+01 +1.045468160e+01 +1.268468160e+01 +1.268468160e+01 +3.0000e+00 +0.0000e+00 +2.0000e+00
73 +6.390681600e+00 +6.390681600e+00 +8.620681600e+00 +8.620681600e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.630912365e+02 +5.630912365e+02 +5.500112365e+02 +5.500112365e+02 +1.3000e+01 +1.8000e+01 +5.0000e+00
5 +1.764576365e+02 +1.764576365e+02 +1.633776365e+02 +1.633776365e+02 +1.0000e+01 +1.0000e+00 +1.2000e+01
11 +1.253328365e+02 +1.253328365e+02 +1.122528365e+02 +1.122528365e+02 +8.0000e+00 +1.0000e+00 +1.1000e+01
23 +6.854403648e+01 +6.854403648e+01 +5.546403648e+01 +5.546403648e+01 +2.0000e+00 +4.0000e+00 +9.0000e+00
29 +3.653123648e+01 +3.653123648e+01 +2.345123648e+01 +2.345123648e+01 +3.0000e+00 +1.0000e+00 +8.0000e+00
35 +1.911043648e+01 +1.911043648e+01 +6.030436480e+00 +6.030436480e+00 +2.0000e+00 +0.0000e+00 +7.0000e+00
41 +1.485443648e+01 +1.485443648e+01 +1.774436480e+00 +1.774436480e+00 +0.0000e+00 +1.0000e+00 +6.0000e+00
47 +6.006436480e+00 +6.006436480e+00 -7.073563520e+00 -7.073563520e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.087321654e+03 +1.087321654e+03 +1.354481654e+03 +1.354481654e+03 +5.0000e+00 +1.7000e+01 +2.1000e+01
2 +7.603200538e+02 +7.603200538e+02 +1.027480054e+03 +1.027480054e+03 +1.0000e+01 +1.1000e+01 +1.6000e+01
14 +5.827776538e+02 +5.827776538e+02 +8.499376538e+02 +8.499376538e+02 +9.0000e+00 +8.0000e+00 +1.4000e+01
38 +3.368640538e+02 +3.368640538e+02 +6.040240538e+02 +6.040240538e+02 +9.0000e+00 +0.0000e+00 +1.0000e+01
56 +1.921504538e+02 +1.921504538e+02 +4.593104538e+02 +4.593104538e+02 +2.0000e+00 +4.0000e+00 +7.0000e+00
