% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.233912017e+03 +5.233912017e+03 +5.313392017e+03 +5.313392017e+03 +1.0000e+01 +0.0000e+00 +2.8000e+01 +7.0000e+00 +5.0000e+00 +0.0000e+00 +2.0000e+01 +2.0000e+01 +0.0000e+00 +2.5000e+01 +1.5000e+01 +1.6000e+01 +3.0000e+00 +2.9000e+01 +1.1000e+01 +1.1000e+01 +1.5000e+01 +2.0000e+00 +2.2000e+01 +2.3000e+01
19 +3.832865617e+03 +3.832865617e+03 +3.912345617e+03 +3.912345617e+03 +0.0000e+00 +6.0000e+00 +2.5000e+01 +4.0000e+00 +2.0000e+00 +0.0000e+00 +1.7000e+01 +1.7000e+01 +0.0000e+00 +2.2000e+01 +1.2000e+01 +1.3000e+01 +0.0000e+00 +2.6000e+01 +8.0000e+00 +8.0000e+00 +1.2000e+01 +0.0000e+00 +1.9000e+01 +2.0000e+01
43 +2.411947217e+03 +2.411947217e+03 +2.491427217e+03 +2.491427217e+03 +0.0000e+00 +2.0000e+00 +2.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +1.3000e+01 +0.0000e+00 +1.8000e+01 +8.0000e+00 +9.0000e+00 +0.0000e+00 +2.2000e+01 +4.0000e+00 +4.0000e+00 +8.0000e+00 +0.0000e+00 +1.5000e+01 +1.6000e+01
63 +1.378630417e+03 +1.378630417e+03 +1.458110417e+03 +1.458110417e+03 +0.0000e+00 +0.0000e+00 +9.0000e+00 +1.7000e+01 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +1.1000e+01 +4.0000e+00 +0.0000e+00 +1.0000e+00 +1.9000e+01 +5.0000e+00 +1.1000e+01 +3.0000e+00 +1.8000e+01 +7.0000e+00
75 +9.710192173e+02 +9.710192173e+02 +1.050499217e+03 +1.050499217e+03 +0.0000e+00 +0.0000e+00 +7.0000e+00 +1.5000e+01 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +9.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.7000e+01 +3.0000e+00 +9.0000e+00 +1.0000e+00 +1.6000e+01 +5.0000e+00
93 +5.480416173e+02 +5.480416173e+02 +6.275216173e+02 +6.275216173e+02 +0.0000e+00 +0.0000e+00 +4.0000e+00 +1.2000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.3000e+01 +2.0000e+00
105 +3.517376173e+02 +3.517376173e+02 +4.312176173e+02 +4.312176173e+02 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +4.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00
117 +2.123968173e+02 +2.123968173e+02 +2.918768173e+02 +2.918768173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +2.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00
129 +1.242272173e+02 +1.242272173e+02 +2.037072173e+02 +2.037072173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00
141 +8.397121728e+01 +8.397121728e+01 +1.634512173e+02 +1.634512173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.605640482e+03 +7.605640482e+03 +8.000120482e+03 +8.000120482e+03 +1.4000e+01 +2.7000e+01 +7.0000e+00 +1.0000e+01 +5.0000e+00 +6.0000e+00 +3.0000e+00 +2.2000e+01 +1.6000e+01 +1.0000e+01 +2.4000e+01 +4.0000e+00 +2.9000e+01 +3.0000e+01 +3.0000e+01 +1.4000e+01 +2.1000e+01 +2.1000e+01 +1.5000e+01 +2.7000e+01
3 +5.628450082e+03 +5.628450082e+03 +6.022930082e+03 +6.022930082e+03 +1.0000e+01 +2.9000e+01 +5.0000e+00 +1.7000e+01 +0.0000e+00 +2.4000e+01 +1.0000e+00 +2.0000e+01 +4.0000e+00 +1.4000e+01 +2.8000e+01 +1.0000e+01 +2.6000e+01 +1.8000e+01 +7.0000e+00 +2.7000e+01 +1.3000e+01 +4.0000e+00 +1.2000e+01 +0.0000e+00
21 +3.951499682e+03 +3.951499682e+03 +4.345979682e+03 +4.345979682e+03 +1.5000e+01 +1.8000e+01 +2.0000e+00 +1.4000e+01 +0.0000e+00 +2.1000e+01 +0.0000e+00 +1.7000e+01 +1.0000e+00 +1.1000e+01 +2.5000e+01 +7.0000e+00 +2.3000e+01 +1.5000e+01 +4.0000e+00 +2.4000e+01 +1.0000e+01 +1.0000e+00 +9.0000e+00 +0.0000e+00
51 +2.297723682e+03 +2.297723682e+03 +2.692203682e+03 +2.692203682e+03 +1.0000e+00 +2.2000e+01 +0.0000e+00 +9.0000e+00 +0.0000e+00 +1.6000e+01 +0.0000e+00 +1.2000e+01 +0.0000e+00 +6.0000e+00 +2.0000e+01 +2.0000e+00 +1.8000e+01 +1.0000e+01 +0.0000e+00 +1.9000e+01 +5.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00
63 +1.576114082e+03 +1.576114082e+03 +1.970594082e+03 +1.970594082e+03 +7.0000e+00 +1.2000e+01 +0.0000e+00 +7.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +1.0000e+01 +0.0000e+00 +4.0000e+00 +1.8000e+01 +0.0000e+00 +1.6000e+01 +8.0000e+00 +0.0000e+00 +1.7000e+01 +3.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00
87 +8.735876819e+02 +8.735876819e+02 +1.268067682e+03 +1.268067682e+03 +0.0000e+00 +1.2000e+01 +0.0000e+00 +3.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +1.2000e+01 +4.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
99 +6.246052819e+02 +6.246052819e+02 +1.019085282e+03 +1.019085282e+03 +8.0000e+00 +2.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +1.0000e+01 +2.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
117 +3.323524819e+02 +3.323524819e+02 +7.268324819e+02 +7.268324819e+02 +3.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
129 +2.139220819e+02 +2.139220819e+02 +6.084020819e+02 +6.084020819e+02 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
141 +1.512692819e+02 +1.512692819e+02 +5.457492819e+02 +5.457492819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
