% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.515401617e+03 +5.515401617e+03 +5.594881617e+03 +5.594881617e+03 +2.9000e+01 +2.0000e+01 +0.0000e+00 +3.0000e+00 +1.0000e+01 +2.0000e+00 +0.0000e+00 +2.3000e+01 +1.0000e+00 +8.0000e+00 +3.0000e+01 +5.0000e+00 +2.1000e+01 +1.2000e+01 +6.0000e+00 +4.0000e+00 +6.0000e+00 +2.5000e+01 +1.4000e+01 +2.8000e+01
9 +3.820958417e+03 +3.820958417e+03 +3.900438417e+03 +3.900438417e+03 +1.7000e+01 +2.4000e+01 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +1.9000e+01 +0.0000e+00 +4.0000e+00 +2.6000e+01 +1.0000e+00 +1.7000e+01 +8.0000e+00 +2.0000e+00 +0.0000e+00 +2.0000e+00 +2.1000e+01 +1.0000e+01 +2.4000e+01
16 +2.437288017e+03 +2.437288017e+03 +2.516768017e+03 +2.516768017e+03 +1.4000e+01 +1.0000e+00 +3.0000e+00 +0.0000e+00 +1.6000e+01 +6.0000e+00 +1.5000e+01 +1.7000e+01 +2.0000e+00 +1.8000e+01 +0.0000e+00 +6.0000e+00 +1.2000e+01 +4.0000e+00 +9.0000e+00 +0.0000e+00 +1.1000e+01 +1.2000e+01 +1.5000e+01 +1.3000e+01
22 +1.469315217e+03 +1.469315217e+03 +1.548795217e+03 +1.548795217e+03 +6.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +3.0000e+00 +1.2000e+01 +1.4000e+01 +0.0000e+00 +1.5000e+01 +0.0000e+00 +3.0000e+00 +9.0000e+00 +1.0000e+00 +6.0000e+00 +0.0000e+00 +8.0000e+00 +9.0000e+00 +1.2000e+01 +1.0000e+01
28 +8.639808173e+02 +8.639808173e+02 +9.434608173e+02 +9.434608173e+02 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +9.0000e+00 +1.1000e+01 +0.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +5.0000e+00 +6.0000e+00 +9.0000e+00 +7.0000e+00
32 +5.756832173e+02 +5.756832173e+02 +6.551632173e+02 +6.551632173e+02 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +7.0000e+00 +9.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +3.0000e+00 +4.0000e+00 +7.0000e+00 +5.0000e+00
36 +3.670912173e+02 +3.670912173e+02 +4.465712173e+02 +4.465712173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +5.0000e+00 +7.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+00 +5.0000e+00 +3.0000e+00
40 +2.264432173e+02 +2.264432173e+02 +3.059232173e+02 +3.059232173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +3.0000e+00 +5.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +1.0000e+00
44 +1.506944173e+02 +1.506944173e+02 +2.301744173e+02 +2.301744173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +1.0000e+00 +3.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00
50 +9.687521728e+01 +9.687521728e+01 +1.763552173e+02 +1.763552173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.336923682e+03 +6.336923682e+03 +6.731403682e+03 +6.731403682e+03 +2.9000e+01 +1.7000e+01 +1.0000e+00 +1.7000e+01 +7.0000e+00 +2.1000e+01 +2.4000e+01 +1.2000e+01 +0.0000e+00 +5.0000e+00 +2.7000e+01 +2.1000e+01 +1.7000e+01 +2.2000e+01 +5.0000e+00 +1.5000e+01 +6.0000e+00 +2.3000e+01 +2.9000e+01 +1.0000e+01
3 +5.658141282e+03 +5.658141282e+03 +6.052621282e+03 +6.052621282e+03 +2.4000e+01 +2.0000e+01 +0.0000e+00 +1.6000e+01 +6.0000e+00 +2.0000e+01 +2.3000e+01 +1.1000e+01 +0.0000e+00 +4.0000e+00 +2.6000e+01 +2.0000e+01 +1.6000e+01 +2.1000e+01 +4.0000e+00 +1.4000e+01 +5.0000e+00 +2.2000e+01 +2.8000e+01 +9.0000e+00
