% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.100376017e+03 +6.100376017e+03 +6.179856017e+03 +6.179856017e+03 +2.4000e+01 +1.1000e+01 +1.6000e+01 +3.0000e+01 +2.7000e+01 +0.0000e+00 +0.0000e+00 +1.5000e+01 +1.1000e+01 +1.4000e+01 +5.0000e+00 +1.0000e+00 +1.6000e+01 +1.1000e+01 +9.0000e+00 +2.7000e+01 +2.2000e+01 +2.0000e+01 +2.6000e+01 +1.2000e+01
22 +3.967078417e+03 +3.967078417e+03 +4.046558417e+03 +4.046558417e+03 +1.1000e+01 +9.0000e+00 +4.0000e+00 +1.0000e+01 +5.0000e+00 +1.7000e+01 +2.0000e+00 +2.4000e+01 +7.0000e+00 +0.0000e+00 +2.6000e+01 +8.0000e+00 +1.1000e+01 +7.0000e+00 +2.4000e+01 +0.0000e+00 +2.6000e+01 +1.8000e+01 +0.0000e+00 +0.0000e+00
62 +2.508979217e+03 +2.508979217e+03 +2.588459217e+03 +2.588459217e+03 +7.0000e+00 +5.0000e+00 +0.0000e+00 +6.0000e+00 +1.0000e+00 +1.3000e+01 +0.0000e+00 +2.0000e+01 +3.0000e+00 +0.0000e+00 +2.2000e+01 +4.0000e+00 +7.0000e+00 +3.0000e+00 +2.0000e+01 +0.0000e+00 +2.2000e+01 +1.4000e+01 +0.0000e+00 +0.0000e+00
102 +1.533672017e+03 +1.533672017e+03 +1.613152017e+03 +1.613152017e+03 +3.0000e+00 +1.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +1.6000e+01 +0.0000e+00 +0.0000e+00 +1.8000e+01 +0.0000e+00 +3.0000e+00 +0.0000e+00 +1.6000e+01 +0.0000e+00 +1.8000e+01 +1.0000e+01 +0.0000e+00 +0.0000e+00
141 +9.548896173e+02 +9.548896173e+02 +1.034369617e+03 +1.034369617e+03 +1.0000e+01 +0.0000e+00 +2.0000e+00 +1.6000e+01 +1.3000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +8.0000e+00 +6.0000e+00 +1.2000e+01 +0.0000e+00
168 +6.108928173e+02 +6.108928173e+02 +6.903728173e+02 +6.903728173e+02 +1.1000e+01 +0.0000e+00 +0.0000e+00 +3.0000e+00 +7.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +9.0000e+00 +0.0000e+00 +1.1000e+01 +8.0000e+00
188 +3.895312173e+02 +3.895312173e+02 +4.690112173e+02 +4.690112173e+02 +9.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +7.0000e+00 +0.0000e+00 +9.0000e+00 +6.0000e+00
208 +2.365504173e+02 +2.365504173e+02 +3.160304173e+02 +3.160304173e+02 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +5.0000e+00 +0.0000e+00 +7.0000e+00 +4.0000e+00
228 +1.396848173e+02 +1.396848173e+02 +2.191648173e+02 +2.191648173e+02 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +3.0000e+00 +0.0000e+00 +5.0000e+00 +2.0000e+00
248 +9.333121728e+01 +9.333121728e+01 +1.728112173e+02 +1.728112173e+02 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00
