% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.364516817e+03 +4.364516817e+03 +4.443996817e+03 +4.443996817e+03 +2.2000e+01 +2.5000e+01 +1.6000e+01 +4.0000e+00 +1.2000e+01 +2.4000e+01 +3.0000e+00 +0.0000e+00 +1.3000e+01 +2.0000e+00 +1.8000e+01 +1.0000e+00 +9.0000e+00 +3.0000e+00 +9.0000e+00 +2.2000e+01 +2.5000e+01 +8.0000e+00 +1.2000e+01 +1.1000e+01
3 +3.902792017e+03 +3.902792017e+03 +3.982272017e+03 +3.982272017e+03 +2.1000e+01 +2.4000e+01 +1.5000e+01 +3.0000e+00 +1.1000e+01 +2.3000e+01 +2.0000e+00 +0.0000e+00 +1.2000e+01 +1.0000e+00 +1.7000e+01 +0.0000e+00 +8.0000e+00 +2.0000e+00 +8.0000e+00 +2.1000e+01 +2.4000e+01 +7.0000e+00 +1.1000e+01 +1.0000e+01
11 +2.401032017e+03 +2.401032017e+03 +2.480512017e+03 +2.480512017e+03 +1.7000e+01 +2.0000e+01 +1.1000e+01 +0.0000e+00 +7.0000e+00 +1.9000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +1.7000e+01 +2.0000e+01 +3.0000e+00 +7.0000e+00 +6.0000e+00
17 +1.578729617e+03 +1.578729617e+03 +1.658209617e+03 +1.658209617e+03 +1.4000e+01 +1.7000e+01 +8.0000e+00 +0.0000e+00 +4.0000e+00 +1.6000e+01 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.4000e+01 +1.7000e+01 +0.0000e+00 +4.0000e+00 +3.0000e+00
23 +9.960608173e+02 +9.960608173e+02 +1.075540817e+03 +1.075540817e+03 +1.1000e+01 +1.4000e+01 +5.0000e+00 +0.0000e+00 +1.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +1.4000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00
29 +5.823232173e+02 +5.823232173e+02 +6.618032173e+02 +6.618032173e+02 +8.0000e+00 +1.1000e+01 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
33 +3.852896173e+02 +3.852896173e+02 +4.647696173e+02 +4.647696173e+02 +6.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
37 +2.431520173e+02 +2.431520173e+02 +3.226320173e+02 +3.226320173e+02 +4.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
43 +1.340672173e+02 +1.340672173e+02 +2.135472173e+02 +2.135472173e+02 +1.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
49 +9.433601728e+01 +9.433601728e+01 +1.738160173e+02 +1.738160173e+02 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.711573282e+03 +6.711573282e+03 +7.106053282e+03 +7.106053282e+03 +9.0000e+00 +2.6000e+01 +4.0000e+00 +8.0000e+00 +2.1000e+01 +2.0000e+00 +1.3000e+01 +1.2000e+01 +1.9000e+01 +2.2000e+01 +2.8000e+01 +1.6000e+01 +2.3000e+01 +2.9000e+01 +0.0000e+00 +1.6000e+01 +8.0000e+00 +2.2000e+01 +2.9000e+01 +1.6000e+01
2 +6.229848482e+03 +6.229848482e+03 +6.624328482e+03 +6.624328482e+03 +4.0000e+00 +1.8000e+01 +0.0000e+00 +2.4000e+01 +1.6000e+01 +2.5000e+01 +9.0000e+00 +7.0000e+00 +8.0000e+00 +2.5000e+01 +4.0000e+00 +1.0000e+00 +2.0000e+00 +2.0000e+01 +2.0000e+01 +2.8000e+01 +1.5000e+01 +2.5000e+01 +1.1000e+01 +2.8000e+01
11 +3.952350882e+03 +3.952350882e+03 +4.346830882e+03 +4.346830882e+03 +4.0000e+00 +2.1000e+01 +0.0000e+00 +3.0000e+00 +1.6000e+01 +0.0000e+00 +8.0000e+00 +7.0000e+00 +1.4000e+01 +1.7000e+01 +2.3000e+01 +1.1000e+01 +1.8000e+01 +2.4000e+01 +0.0000e+00 +1.1000e+01 +3.0000e+00 +1.7000e+01 +2.4000e+01 +1.1000e+01
19 +2.402587682e+03 +2.402587682e+03 +2.797067682e+03 +2.797067682e+03 +0.0000e+00 +1.7000e+01 +0.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +4.0000e+00 +3.0000e+00 +1.0000e+01 +1.3000e+01 +1.9000e+01 +7.0000e+00 +1.4000e+01 +2.0000e+01 +0.0000e+00 +7.0000e+00 +0.0000e+00 +1.3000e+01 +2.0000e+01 +7.0000e+00
25 +1.578619682e+03 +1.578619682e+03 +1.973099682e+03 +1.973099682e+03 +0.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +7.0000e+00 +1.0000e+01 +1.6000e+01 +4.0000e+00 +1.1000e+01 +1.7000e+01 +0.0000e+00 +4.0000e+00 +0.0000e+00 +1.0000e+01 +1.7000e+01 +4.0000e+00
31 +9.834724819e+02 +9.834724819e+02 +1.377952482e+03 +1.377952482e+03 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +7.0000e+00 +1.3000e+01 +1.0000e+00 +8.0000e+00 +1.4000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +7.0000e+00 +1.4000e+01 +1.0000e+00
37 +5.643844819e+02 +5.643844819e+02 +9.588644819e+02 +9.588644819e+02 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +4.0000e+00 +1.0000e+01 +0.0000e+00 +5.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +1.1000e+01 +0.0000e+00
41 +3.704068819e+02 +3.704068819e+02 +7.648868819e+02 +7.648868819e+02 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +8.0000e+00 +0.0000e+00 +3.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +9.0000e+00 +0.0000e+00
45 +2.404756819e+02 +2.404756819e+02 +6.349556819e+02 +6.349556819e+02 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00
51 +1.519844819e+02 +1.519844819e+02 +5.464644819e+02 +5.464644819e+02 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.912662996e+03 +6.912662996e+03 +6.665552996e+03 +6.665552996e+03 +2.0000e+01 +7.0000e+00 +1.2000e+01 +2.5000e+01 +1.3000e+01 +1.9000e+01 +2.0000e+01 +1.9000e+01 +3.0000e+01 +0.0000e+00 +0.0000e+00 +2.9000e+01 +5.0000e+00 +2.8000e+01 +1.1000e+01 +2.3000e+01 +8.0000e+00 +1.3000e+01 +1.4000e+01 +2.6000e+01
2 +4.928203796e+03 +4.928203796e+03 +4.681093796e+03 +4.681093796e+03 +2.7000e+01 +3.0000e+00 +2.0000e+00 +2.9000e+01 +1.0000e+01 +0.0000e+00 +4.0000e+00 +0.0000e+00 +2.0000e+01 +2.5000e+01 +1.1000e+01 +9.0000e+00 +2.4000e+01 +8.0000e+00 +7.0000e+00 +8.0000e+00 +1.2000e+01 +0.0000e+00 +2.0000e+01 +2.7000e+01
8 +3.679462996e+03 +3.679462996e+03 +3.432352996e+03 +3.432352996e+03 +2.4000e+01 +0.0000e+00 +0.0000e+00 +2.6000e+01 +7.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.7000e+01 +2.2000e+01 +8.0000e+00 +6.0000e+00 +2.1000e+01 +5.0000e+00 +4.0000e+00 +5.0000e+00 +9.0000e+00 +0.0000e+00 +1.7000e+01 +2.4000e+01
16 +2.425549396e+03 +2.425549396e+03 +2.178439396e+03 +2.178439396e+03 +2.0000e+01 +0.0000e+00 +0.0000e+00 +2.2000e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +1.8000e+01 +4.0000e+00 +2.0000e+00 +1.7000e+01 +1.0000e+00 +0.0000e+00 +1.0000e+00 +5.0000e+00 +0.0000e+00 +1.3000e+01 +2.0000e+01
24 +1.535368596e+03 +1.535368596e+03 +1.288258596e+03 +1.288258596e+03 +1.6000e+01 +0.0000e+00 +0.0000e+00 +1.8000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +9.0000e+00 +1.6000e+01
32 +8.970325958e+02 +8.970325958e+02 +6.499225958e+02 +6.499225958e+02 +1.2000e+01 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +1.2000e+01
38 +5.616133958e+02 +5.616133958e+02 +3.145033958e+02 +3.145033958e+02 +9.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +9.0000e+00
43 +3.533989958e+02 +3.533989958e+02 +1.062889958e+02 +1.062889958e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00
47 +2.348229958e+02 +2.348229958e+02 -1.228700416e+01 -1.228700416e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00
51 +1.579621958e+02 +1.579621958e+02 -8.914780416e+01 -8.914780416e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
