% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.180049270e+03 +3.180049270e+03 +3.259529270e+03 +3.259529270e+03 +1.1000e+01 +2.8000e+01 +1.5000e+01 +1.0000e+01 +2.5000e+01 +4.0000e+00 +0.0000e+00 +6.0000e+00 +1.4000e+01 +2.6000e+01
4 +2.207543670e+03 +2.207543670e+03 +2.287023670e+03 +2.287023670e+03 +1.0000e+00 +2.1000e+01 +8.0000e+00 +8.0000e+00 +2.3000e+01 +5.0000e+00 +7.0000e+00 +0.0000e+00 +1.4000e+01 +2.2000e+01
16 +1.494988470e+03 +1.494988470e+03 +1.574468470e+03 +1.574468470e+03 +1.1000e+01 +5.0000e+00 +9.0000e+00 +4.0000e+00 +1.3000e+01 +2.1000e+01 +1.9000e+01 +1.2000e+01 +0.0000e+00 +5.0000e+00
27 +7.584908698e+02 +7.584908698e+02 +8.379708698e+02 +8.379708698e+02 +1.1000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +6.0000e+00 +6.0000e+00 +0.0000e+00 +1.8000e+01 +4.0000e+00 +7.0000e+00
313 +6.016252698e+02 +6.016252698e+02 +6.811052698e+02 +6.811052698e+02 +1.0000e+01 +0.0000e+00 +8.0000e+00 +3.0000e+00 +0.0000e+00 +3.0000e+00 +1.0000e+00 +3.0000e+00 +0.0000e+00 +1.7000e+01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.830963375e+03 +2.830963375e+03 +3.225443375e+03 +3.225443375e+03 +2.0000e+00 +2.0000e+01 +6.0000e+00 +2.6000e+01 +2.7000e+01 +9.0000e+00 +1.8000e+01 +1.0000e+01 +2.1000e+01 +4.0000e+00
3 +2.402790575e+03 +2.402790575e+03 +2.797270575e+03 +2.797270575e+03 +2.0000e+00 +2.3000e+01 +1.8000e+01 +1.1000e+01 +1.3000e+01 +4.0000e+00 +2.7000e+01 +1.0000e+01 +7.0000e+00 +1.2000e+01
53 +8.358785754e+02 +8.358785754e+02 +1.230358575e+03 +1.230358575e+03 +4.0000e+00 +3.0000e+00 +1.1000e+01 +2.0000e+00 +0.0000e+00 +8.0000e+00 +2.0000e+00 +1.7000e+01 +7.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.243430118e+03 +4.243430118e+03 +3.996320118e+03 +3.996320118e+03 +4.0000e+00 +1.8000e+01 +1.0000e+00 +2.6000e+01 +1.4000e+01 +3.0000e+01 +2.4000e+01 +2.8000e+01 +8.0000e+00 +2.3000e+01
3 +3.110980518e+03 +3.110980518e+03 +2.863870518e+03 +2.863870518e+03 +2.9000e+01 +1.8000e+01 +3.0000e+00 +9.0000e+00 +2.6000e+01 +2.0000e+00 +8.0000e+00 +0.0000e+00 +1.9000e+01 +2.0000e+01
8 +1.711268518e+03 +1.711268518e+03 +1.464158518e+03 +1.464158518e+03 +9.0000e+00 +2.1000e+01 +2.6000e+01 +3.0000e+00 +5.0000e+00 +4.0000e+00 +1.3000e+01 +1.0000e+01 +0.0000e+00 +3.0000e+00
37 +1.467690918e+03 +1.467690918e+03 +1.220580918e+03 +1.220580918e+03 +1.8000e+01 +7.0000e+00 +6.0000e+00 +2.0000e+00 +1.2000e+01 +8.0000e+00 +5.0000e+00 +1.1000e+01 +1.6000e+01 +1.4000e+01
183 +6.639405178e+02 +6.639405178e+02 +4.168305178e+02 +4.168305178e+02 +5.0000e+00 +2.0000e+00 +1.2000e+01 +9.0000e+00 +9.0000e+00 +3.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.733431142e+03 +4.733431142e+03 +4.581391142e+03 +4.581391142e+03 +2.2000e+01 +5.0000e+00 +2.6000e+01 +2.8000e+01 +0.0000e+00 +3.0000e+01 +2.0000e+01 +2.7000e+01 +2.3000e+01 +1.6000e+01
2 +3.487781542e+03 +3.487781542e+03 +3.335741542e+03 +3.335741542e+03 +1.9000e+01 +4.0000e+00 +0.0000e+00 +9.0000e+00 +2.8000e+01 +2.1000e+01 +3.0000e+00 +3.0000e+01 +2.5000e+01 +2.5000e+01
3 +2.110480742e+03 +2.110480742e+03 +1.958440742e+03 +1.958440742e+03 +1.0000e+00 +2.1000e+01 +2.5000e+01 +2.4000e+01 +1.0000e+01 +5.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +1.8000e+01
20 +1.398919142e+03 +1.398919142e+03 +1.246879142e+03 +1.246879142e+03 +3.0000e+00 +9.0000e+00 +0.0000e+00 +1.6000e+01 +7.0000e+00 +0.0000e+00 +1.0000e+00 +4.0000e+00 +2.4000e+01 +2.8000e+01
112 +9.045511418e+02 +9.045511418e+02 +7.525111418e+02 +7.525111418e+02 +1.5000e+01 +6.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +2.0000e+00 +7.0000e+00 +6.0000e+00 +2.3000e+01 +1.1000e+01
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.746860543e+03 +3.746860543e+03 +3.721610543e+03 +3.721610543e+03 +1.0000e+01 +2.5000e+01 +2.1000e+01 +2.2000e+01 +2.3000e+01 +1.6000e+01 +1.6000e+01 +1.4000e+01 +2.8000e+01 +6.0000e+00
4 +2.495919743e+03 +2.495919743e+03 +2.470669743e+03 +2.470669743e+03 +7.0000e+00 +1.9000e+01 +4.0000e+00 +2.1000e+01 +0.0000e+00 +3.0000e+01 +1.7000e+01 +7.0000e+00 +1.2000e+01 +7.0000e+00
17 +1.573231743e+03 +1.573231743e+03 +1.547981743e+03 +1.547981743e+03 +2.0000e+01 +2.9000e+01 +1.5000e+01 +3.0000e+00 +1.0000e+01 +2.0000e+00 +4.0000e+00 +5.0000e+00 +9.0000e+00 +0.0000e+00
135 +9.954813434e+02 +9.954813434e+02 +9.702313434e+02 +9.702313434e+02 +5.0000e+00 +0.0000e+00 +1.0000e+01 +1.3000e+01 +1.3000e+01 +6.0000e+00 +0.0000e+00 +1.2000e+01 +9.0000e+00 +1.3000e+01
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.887170206e+03 +1.887170206e+03 +1.889400206e+03 +1.889400206e+03 +3.0000e+00 +1.7000e+01 +4.0000e+00 +2.8000e+01 +7.0000e+00 +9.0000e+00 +1.2000e+01 +0.0000e+00 +1.0000e+00 +1.6000e+01
11 +1.462821406e+03 +1.462821406e+03 +1.465051406e+03 +1.465051406e+03 +1.6000e+01 +1.0000e+00 +2.7000e+01 +5.0000e+00 +8.0000e+00 +7.0000e+00 +1.3000e+01 +8.0000e+00 +2.0000e+00 +8.0000e+00
95 +9.415014061e+02 +9.415014061e+02 +9.437314061e+02 +9.437314061e+02 +5.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +1.8000e+01 +0.0000e+00 +2.2000e+01 +0.0000e+00 +3.0000e+00 +1.1000e+01
188 +6.186950061e+02 +6.186950061e+02 +6.209250061e+02 +6.209250061e+02 +1.5000e+01 +1.1000e+01 +6.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +1.0000e+00 +9.0000e+00 +2.0000e+00 +2.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.835360067e+03 +3.835360067e+03 +3.822280067e+03 +3.822280067e+03 +1.7000e+01 +3.0000e+01 +1.4000e+01 +7.0000e+00 +2.6000e+01 +1.3000e+01 +2.9000e+01 +3.0000e+00 +1.6000e+01 +1.5000e+01
4 +2.160139267e+03 +2.160139267e+03 +2.147059267e+03 +2.147059267e+03 +1.2000e+01 +2.4000e+01 +1.1000e+01 +1.3000e+01 +4.0000e+00 +0.0000e+00 +8.0000e+00 +8.0000e+00 +1.5000e+01 +2.5000e+01
12 +1.550403267e+03 +1.550403267e+03 +1.537323267e+03 +1.537323267e+03 +1.6000e+01 +2.0000e+00 +6.0000e+00 +1.6000e+01 +2.3000e+01 +1.3000e+01 +1.0000e+01 +1.0000e+00 +2.0000e+00 +9.0000e+00
272 +8.842192672e+02 +8.842192672e+02 +8.711392672e+02 +8.711392672e+02 +1.0000e+00 +0.0000e+00 +1.2000e+01 +4.0000e+00 +5.0000e+00 +0.0000e+00 +6.0000e+00 +8.0000e+00 +2.2000e+01 +9.0000e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.520881157e+03 +5.520881157e+03 +5.788041157e+03 +5.788041157e+03 +3.1000e+01 +1.3000e+01 +2.9000e+01 +9.0000e+00 +2.8000e+01 +3.0000e+00 +2.0000e+01 +2.6000e+01 +2.4000e+01 +2.1000e+01
2 +3.226975557e+03 +3.226975557e+03 +3.494135557e+03 +3.494135557e+03 +1.7000e+01 +1.4000e+01 +2.1000e+01 +1.4000e+01 +2.1000e+01 +2.1000e+01 +2.5000e+01 +5.0000e+00 +1.1000e+01 +3.0000e+00
8 +1.165940357e+03 +1.165940357e+03 +1.433100357e+03 +1.433100357e+03 +1.3000e+01 +4.0000e+00 +4.0000e+00 +6.0000e+00 +4.0000e+00 +4.0000e+00 +1.9000e+01 +1.2000e+01 +6.0000e+00 +1.1000e+01
133 +9.307083571e+02 +9.307083571e+02 +1.197868357e+03 +1.197868357e+03 +6.0000e+00 +4.0000e+00 +8.0000e+00 +2.0000e+00 +1.8000e+01 +0.0000e+00 +0.0000e+00 +7.0000e+00 +8.0000e+00 +1.6000e+01
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.374926265e+03 +3.374926265e+03 +3.378636265e+03 +3.378636265e+03 +1.7000e+01 +2.7000e+01 +8.0000e+00 +1.1000e+01 +1.1000e+01 +7.0000e+00 +1.9000e+01 +2.0000e+01 +2.9000e+01 +2.1000e+01
5 +1.804455865e+03 +1.804455865e+03 +1.808165865e+03 +1.808165865e+03 +1.0000e+00 +2.7000e+01 +2.0000e+00 +1.5000e+01 +3.0000e+00 +0.0000e+00 +1.6000e+01 +3.0000e+00 +1.3000e+01 +1.1000e+01
12 +1.041038265e+03 +1.041038265e+03 +1.044748265e+03 +1.044748265e+03 +1.3000e+01 +1.1000e+01 +1.9000e+01 +2.0000e+00 +1.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +1.0000e+01 +1.1000e+01
18 +8.785470650e+02 +8.785470650e+02 +8.822570650e+02 +8.822570650e+02 +2.0000e+01 +0.0000e+00 +1.7000e+01 +1.0000e+01 +1.0000e+00 +0.0000e+00 +4.0000e+00 +1.6000e+01 +3.0000e+00 +1.0000e+00
133 +5.814382650e+02 +5.814382650e+02 +5.851482650e+02 +5.851482650e+02 +8.0000e+00 +1.0000e+00 +1.3000e+01 +7.0000e+00 +7.0000e+00 +1.1000e+01 +0.0000e+00 +1.6000e+01 +6.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.438996108e+03 +2.438996108e+03 +2.533776108e+03 +2.533776108e+03 +2.1000e+01 +1.0000e+01 +2.1000e+01 +2.0000e+00 +1.0000e+01 +6.0000e+00 +2.0000e+00 +2.0000e+00 +3.0000e+01 +3.0000e+01
