% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.934844817e+03 +4.934844817e+03 +5.014324817e+03 +5.014324817e+03 +1.5000e+01 +6.0000e+00 +5.0000e+00 +0.0000e+00 +8.0000e+00 +8.0000e+00 +2.3000e+01 +2.7000e+01 +2.0000e+00 +1.6000e+01 +1.5000e+01 +1.1000e+01 +1.0000e+01 +2.3000e+01 +1.6000e+01 +2.8000e+01 +2.3000e+01 +5.0000e+00 +1.4000e+01 +1.7000e+01
42 +3.321492817e+03 +3.321492817e+03 +3.400972817e+03 +3.400972817e+03 +1.1000e+01 +1.1000e+01 +1.5000e+01 +1.4000e+01 +2.0000e+00 +1.0000e+01 +2.5000e+01 +1.6000e+01 +7.0000e+00 +4.0000e+00 +2.7000e+01 +3.0000e+00 +0.0000e+00 +1.3000e+01 +1.0000e+00 +1.2000e+01 +9.0000e+00 +1.1000e+01 +1.0000e+00 +6.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.998493282e+03 +5.998493282e+03 +6.392973282e+03 +6.392973282e+03 +4.0000e+00 +5.0000e+00 +1.0000e+01 +3.0000e+00 +2.9000e+01 +1.0000e+01 +1.3000e+01 +1.2000e+01 +5.0000e+00 +2.2000e+01 +2.6000e+01 +2.9000e+01 +2.7000e+01 +6.0000e+00 +2.0000e+01 +0.0000e+00 +2.6000e+01 +1.7000e+01 +5.0000e+00 +3.0000e+00
2 +2.743502882e+03 +2.743502882e+03 +3.137982882e+03 +3.137982882e+03 +1.5000e+01 +1.1000e+01 +8.0000e+00 +2.8000e+01 +1.8000e+01 +2.0000e+00 +2.1000e+01 +1.9000e+01 +1.0000e+01 +1.0000e+01 +0.0000e+00 +8.0000e+00 +9.0000e+00 +4.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+00 +2.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.370590996e+03 +7.370590996e+03 +7.123480996e+03 +7.123480996e+03 +7.0000e+00 +1.0000e+00 +2.2000e+01 +2.5000e+01 +1.0000e+01 +2.5000e+01 +1.4000e+01 +1.4000e+01 +2.0000e+01 +2.8000e+01 +2.4000e+01 +1.8000e+01 +1.5000e+01 +2.2000e+01 +1.4000e+01 +1.8000e+01 +2.6000e+01 +1.4000e+01 +2.6000e+01 +2.7000e+01
2 +6.150712596e+03 +6.150712596e+03 +5.903602596e+03 +5.903602596e+03 +1.1000e+01 +2.1000e+01 +0.0000e+00 +2.9000e+01 +0.0000e+00 +1.2000e+01 +1.8000e+01 +3.0000e+01 +2.0000e+00 +3.0000e+01 +2.6000e+01 +5.0000e+00 +1.2000e+01 +0.0000e+00 +2.1000e+01 +2.5000e+01 +4.0000e+00 +1.3000e+01 +1.8000e+01 +1.6000e+01
12 +3.524381396e+03 +3.524381396e+03 +3.277271396e+03 +3.277271396e+03 +7.0000e+00 +1.9000e+01 +1.3000e+01 +9.0000e+00 +9.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +2.0000e+01 +1.7000e+01 +1.9000e+01 +5.0000e+00 +1.0000e+00 +2.9000e+01 +1.8000e+01 +2.0000e+00 +7.0000e+00 +1.0000e+01 +1.9000e+01 +1.6000e+01
464 +2.459277396e+03 +2.459277396e+03 +2.212167396e+03 +2.212167396e+03 +0.0000e+00 +4.0000e+00 +1.3000e+01 +3.0000e+00 +1.2000e+01 +0.0000e+00 +1.1000e+01 +9.0000e+00 +1.4000e+01 +1.8000e+01 +2.0000e+00 +0.0000e+00 +2.1000e+01 +0.0000e+00 +1.3000e+01 +2.5000e+01 +1.6000e+01 +7.0000e+00 +2.0000e+00 +9.0000e+00
