% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.454003217e+03 +6.454003217e+03 +6.533483217e+03 +6.533483217e+03 +2.0000e+01 +2.0000e+01 +1.8000e+01 +2.7000e+01 +2.2000e+01 +1.9000e+01 +2.8000e+01 +1.0000e+00 +2.2000e+01 +1.8000e+01 +1.8000e+01 +1.0000e+01 +9.0000e+00 +9.0000e+00 +1.9000e+01 +2.4000e+01 +5.0000e+00 +1.0000e+01 +1.0000e+01 +1.7000e+01
2 +6.275864017e+03 +6.275864017e+03 +6.355344017e+03 +6.355344017e+03 +1.2000e+01 +2.7000e+01 +7.0000e+00 +1.4000e+01 +1.6000e+01 +2.0000e+01 +1.4000e+01 +2.6000e+01 +2.7000e+01 +2.4000e+01 +8.0000e+00 +9.0000e+00 +1.0000e+00 +6.0000e+00 +7.0000e+00 +1.6000e+01 +1.0000e+01 +2.9000e+01 +0.0000e+00 +2.1000e+01
39 +3.922036817e+03 +3.922036817e+03 +4.001516817e+03 +4.001516817e+03 +2.1000e+01 +1.6000e+01 +1.3000e+01 +2.9000e+01 +0.0000e+00 +9.0000e+00 +5.0000e+00 +1.0000e+01 +6.0000e+00 +1.0000e+01 +1.6000e+01 +1.8000e+01 +8.0000e+00 +0.0000e+00 +1.1000e+01 +1.5000e+01 +2.3000e+01 +4.0000e+00 +2.0000e+00 +2.0000e+01
433 +2.504619217e+03 +2.504619217e+03 +2.584099217e+03 +2.584099217e+03 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.3000e+01 +2.0000e+00 +0.0000e+00 +1.8000e+01 +1.4000e+01 +1.4000e+01 +0.0000e+00 +1.1000e+01 +1.6000e+01 +6.0000e+00 +1.1000e+01 +1.7000e+01 +0.0000e+00 +2.2000e+01 +4.0000e+00 +8.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.140205282e+03 +3.140205282e+03 +3.534685282e+03 +3.534685282e+03 +3.0000e+00 +3.0000e+00 +7.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +6.0000e+00 +2.1000e+01 +7.0000e+00 +5.0000e+00 +8.0000e+00 +8.0000e+00 +2.7000e+01 +1.2000e+01 +1.7000e+01 +6.0000e+00 +4.0000e+00 +2.7000e+01
301 +2.247006882e+03 +2.247006882e+03 +2.641486882e+03 +2.641486882e+03 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +3.0000e+00 +1.8000e+01 +4.0000e+00 +2.0000e+00 +5.0000e+00 +5.0000e+00 +2.4000e+01 +9.0000e+00 +1.4000e+01 +3.0000e+00 +1.0000e+00 +2.4000e+01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.442270996e+03 +7.442270996e+03 +7.195160996e+03 +7.195160996e+03 +2.8000e+01 +1.6000e+01 +2.8000e+01 +2.2000e+01 +7.0000e+00 +9.0000e+00 +2.4000e+01 +2.7000e+01 +1.5000e+01 +5.0000e+00 +2.3000e+01 +1.6000e+01 +0.0000e+00 +0.0000e+00 +2.5000e+01 +1.1000e+01 +1.4000e+01 +1.1000e+01 +3.0000e+01 +2.7000e+01
2 +5.741341396e+03 +5.741341396e+03 +5.494231396e+03 +5.494231396e+03 +1.2000e+01 +7.0000e+00 +2.5000e+01 +1.6000e+01 +9.0000e+00 +7.0000e+00 +2.8000e+01 +2.0000e+01 +1.9000e+01 +2.1000e+01 +0.0000e+00 +1.6000e+01 +1.1000e+01 +2.1000e+01 +1.7000e+01 +2.3000e+01 +4.0000e+00 +2.7000e+01 +2.0000e+00 +1.6000e+01
