% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.160353617e+03 +5.160353617e+03 +5.239833617e+03 +5.239833617e+03 +2.6000e+01 +1.1000e+01 +1.9000e+01 +9.0000e+00 +0.0000e+00 +2.0000e+01 +8.0000e+00 +2.7000e+01 +0.0000e+00 +9.0000e+00 +1.0000e+01 +2.0000e+01 +2.1000e+01 +1.6000e+01 +3.0000e+00 +1.2000e+01 +7.0000e+00 +0.0000e+00 +2.7000e+01 +2.7000e+01
10 +3.881387217e+03 +3.881387217e+03 +3.960867217e+03 +3.960867217e+03 +2.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +2.1000e+01 +2.0000e+00 +2.3000e+01 +2.2000e+01 +9.0000e+00 +6.0000e+00 +1.5000e+01 +0.0000e+00 +1.9000e+01 +9.0000e+00 +0.0000e+00 +6.0000e+00 +1.1000e+01 +2.1000e+01 +1.8000e+01
26 +2.347588817e+03 +2.347588817e+03 +2.427068817e+03 +2.427068817e+03 +1.6000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.7000e+01 +0.0000e+00 +1.9000e+01 +1.8000e+01 +5.0000e+00 +2.0000e+00 +1.1000e+01 +0.0000e+00 +1.5000e+01 +5.0000e+00 +0.0000e+00 +2.0000e+00 +7.0000e+00 +1.7000e+01 +1.4000e+01
38 +1.500547217e+03 +1.500547217e+03 +1.580027217e+03 +1.580027217e+03 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +1.4000e+01 +0.0000e+00 +1.6000e+01 +1.5000e+01 +2.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +1.2000e+01 +2.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +1.4000e+01 +1.1000e+01
50 +8.902272173e+02 +8.902272173e+02 +9.697072173e+02 +9.697072173e+02 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +1.1000e+01 +0.0000e+00 +1.3000e+01 +1.2000e+01 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.1000e+01 +8.0000e+00
58 +5.939472173e+02 +5.939472173e+02 +6.734272173e+02 +6.734272173e+02 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +9.0000e+00 +0.0000e+00 +1.1000e+01 +1.0000e+01 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +6.0000e+00
66 +3.785232173e+02 +3.785232173e+02 +4.580032173e+02 +4.580032173e+02 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +9.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +4.0000e+00
74 +2.367904173e+02 +2.367904173e+02 +3.162704173e+02 +3.162704173e+02 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +7.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +2.0000e+00
82 +1.480256173e+02 +1.480256173e+02 +2.275056173e+02 +2.275056173e+02 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +5.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00
94 +9.756801728e+01 +9.756801728e+01 +1.770480173e+02 +1.770480173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.503178082e+03 +8.503178082e+03 +8.897658082e+03 +8.897658082e+03 +2.8000e+01 +1.1000e+01 +2.8000e+01 +1.0000e+00 +2.3000e+01 +2.4000e+01 +2.6000e+01 +2.5000e+01 +1.0000e+01 +1.8000e+01 +2.3000e+01 +1.0000e+00 +0.0000e+00 +1.5000e+01 +2.7000e+01 +1.0000e+01 +2.4000e+01 +1.1000e+01 +2.8000e+01 +1.0000e+01
3 +5.012014882e+03 +5.012014882e+03 +5.406494882e+03 +5.406494882e+03 +2.9000e+01 +1.6000e+01 +3.0000e+00 +1.6000e+01 +9.0000e+00 +5.0000e+00 +1.3000e+01 +5.0000e+00 +8.0000e+00 +2.0000e+00 +2.7000e+01 +1.3000e+01 +1.9000e+01 +1.8000e+01 +1.3000e+01 +9.0000e+00 +2.2000e+01 +1.8000e+01 +2.0000e+01 +7.0000e+00
11 +3.981048482e+03 +3.981048482e+03 +4.375528482e+03 +4.375528482e+03 +2.7000e+01 +1.4000e+01 +1.0000e+00 +1.4000e+01 +7.0000e+00 +3.0000e+00 +1.1000e+01 +3.0000e+00 +6.0000e+00 +0.0000e+00 +2.5000e+01 +1.1000e+01 +1.7000e+01 +1.6000e+01 +1.1000e+01 +7.0000e+00 +2.0000e+01 +1.6000e+01 +1.8000e+01 +5.0000e+00
27 +2.431821282e+03 +2.431821282e+03 +2.826301282e+03 +2.826301282e+03 +2.3000e+01 +1.0000e+01 +0.0000e+00 +1.0000e+01 +3.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +2.1000e+01 +7.0000e+00 +1.3000e+01 +1.2000e+01 +7.0000e+00 +3.0000e+00 +1.6000e+01 +1.2000e+01 +1.4000e+01 +1.0000e+00
43 +1.415424482e+03 +1.415424482e+03 +1.809904482e+03 +1.809904482e+03 +1.9000e+01 +6.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.7000e+01 +3.0000e+00 +9.0000e+00 +8.0000e+00 +3.0000e+00 +0.0000e+00 +1.2000e+01 +8.0000e+00 +1.0000e+01 +0.0000e+00
55 +9.059140819e+02 +9.059140819e+02 +1.300394082e+03 +1.300394082e+03 +1.6000e+01 +3.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +6.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +5.0000e+00 +7.0000e+00 +0.0000e+00
67 +5.800084819e+02 +5.800084819e+02 +9.744884819e+02 +9.744884819e+02 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +3.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +2.0000e+00 +4.0000e+00 +0.0000e+00
79 +3.852548819e+02 +3.852548819e+02 +7.797348819e+02 +7.797348819e+02 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00
92 +2.468340819e+02 +2.468340819e+02 +6.413140819e+02 +6.413140819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00
102 +1.540916819e+02 +1.540916819e+02 +5.485716819e+02 +5.485716819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +2.0000e+00 +5.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.967062996e+03 +6.967062996e+03 +6.719952996e+03 +6.719952996e+03 +6.0000e+00 +0.0000e+00 +1.4000e+01 +2.2000e+01 +2.8000e+01 +1.1000e+01 +2.5000e+01 +2.1000e+01 +1.9000e+01 +1.0000e+00 +2.2000e+01 +4.0000e+00 +6.0000e+00 +3.0000e+01 +1.1000e+01 +2.7000e+01 +1.6000e+01 +2.6000e+01 +2.7000e+01 +5.0000e+00
3 +3.519408596e+03 +3.519408596e+03 +3.272298596e+03 +3.272298596e+03 +2.0000e+00 +1.8000e+01 +2.1000e+01 +1.7000e+01 +1.3000e+01 +1.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +2.5000e+01 +7.0000e+00 +2.7000e+01 +2.4000e+01 +7.0000e+00 +9.0000e+00 +1.3000e+01 +6.0000e+00 +5.0000e+00 +1.1000e+01 +2.0000e+00
15 +2.451603796e+03 +2.451603796e+03 +2.204493796e+03 +2.204493796e+03 +0.0000e+00 +1.5000e+01 +1.8000e+01 +1.4000e+01 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.2000e+01 +4.0000e+00 +2.4000e+01 +2.1000e+01 +4.0000e+00 +6.0000e+00 +1.0000e+01 +3.0000e+00 +2.0000e+00 +8.0000e+00 +0.0000e+00
31 +1.477504596e+03 +1.477504596e+03 +1.230394596e+03 +1.230394596e+03 +0.0000e+00 +1.1000e+01 +1.4000e+01 +1.0000e+01 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.8000e+01 +0.0000e+00 +2.0000e+01 +1.7000e+01 +0.0000e+00 +2.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00
43 +9.497061958e+02 +9.497061958e+02 +7.025961958e+02 +7.025961958e+02 +0.0000e+00 +8.0000e+00 +1.1000e+01 +7.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +0.0000e+00 +1.7000e+01 +1.4000e+01 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00
55 +5.591013958e+02 +5.591013958e+02 +3.119913958e+02 +3.119913958e+02 +0.0000e+00 +5.0000e+00 +8.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +1.4000e+01 +1.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
63 +3.785061958e+02 +3.785061958e+02 +1.313961958e+02 +1.313961958e+02 +0.0000e+00 +3.0000e+00 +6.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +1.2000e+01 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
71 +2.459109958e+02 +2.459109958e+02 -1.199004160e+00 -1.199004160e+00 +0.0000e+00 +1.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +1.0000e+01 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
83 +1.453525958e+02 +1.453525958e+02 -1.017574042e+02 -1.017574042e+02 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +7.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.513368835e+03 +5.513368835e+03 +5.361328835e+03 +5.361328835e+03 +2.4000e+01 +3.0000e+01 +3.0000e+00 +2.0000e+00 +2.9000e+01 +0.0000e+00 +1.3000e+01 +2.4000e+01 +6.0000e+00 +2.3000e+01 +1.0000e+01 +1.0000e+00 +0.0000e+00 +2.6000e+01 +1.4000e+01 +7.0000e+00 +2.0000e+00 +2.1000e+01 +2.2000e+01 +2.3000e+01
15 +3.963756035e+03 +3.963756035e+03 +3.811716035e+03 +3.811716035e+03 +2.0000e+00 +0.0000e+00 +1.0000e+00 +1.3000e+01 +2.6000e+01 +2.0000e+01 +1.0000e+01 +2.0000e+01 +1.1000e+01 +0.0000e+00 +3.0000e+00 +2.3000e+01 +2.2000e+01 +0.0000e+00 +2.5000e+01 +1.2000e+01 +1.0000e+01 +0.0000e+00 +6.0000e+00 +1.1000e+01
32 +2.289652035e+03 +2.289652035e+03 +2.137612035e+03 +2.137612035e+03 +5.0000e+00 +0.0000e+00 +8.0000e+00 +1.6000e+01 +9.0000e+00 +0.0000e+00 +0.0000e+00 +1.7000e+01 +4.0000e+00 +1.2000e+01 +9.0000e+00 +3.0000e+00 +2.2000e+01 +8.0000e+00 +1.2000e+01 +0.0000e+00 +2.3000e+01 +9.0000e+00 +0.0000e+00 +1.1000e+01
44 +1.469980035e+03 +1.469980035e+03 +1.317940035e+03 +1.317940035e+03 +2.0000e+00 +0.0000e+00 +5.0000e+00 +1.3000e+01 +6.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +1.0000e+00 +9.0000e+00 +6.0000e+00 +0.0000e+00 +1.9000e+01 +5.0000e+00 +9.0000e+00 +0.0000e+00 +2.0000e+01 +6.0000e+00 +0.0000e+00 +8.0000e+00
56 +9.166920352e+02 +9.166920352e+02 +7.646520352e+02 +7.646520352e+02 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +6.0000e+00 +3.0000e+00 +0.0000e+00 +1.6000e+01 +2.0000e+00 +6.0000e+00 +0.0000e+00 +1.7000e+01 +3.0000e+00 +0.0000e+00 +5.0000e+00
65 +5.938264352e+02 +5.938264352e+02 +4.417864352e+02 +4.417864352e+02 +8.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +6.0000e+00 +7.0000e+00
73 +3.743704352e+02 +3.743704352e+02 +2.223304352e+02 +2.223304352e+02 +6.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +4.0000e+00 +5.0000e+00
81 +2.269144352e+02 +2.269144352e+02 +7.487443520e+01 +7.487443520e+01 +4.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+00 +3.0000e+00
