% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.360153617e+03 +7.360153617e+03 +7.439633617e+03 +7.439633617e+03 +2.1000e+01 +1.4000e+01 +6.0000e+00 +7.0000e+00 +2.2000e+01 +0.0000e+00 +2.1000e+01 +2.1000e+01 +2.8000e+01 +2.3000e+01 +0.0000e+00 +1.9000e+01 +8.0000e+00 +2.1000e+01 +2.8000e+01 +2.1000e+01 +2.2000e+01 +2.2000e+01 +1.9000e+01 +2.2000e+01
4 +3.043272017e+03 +3.043272017e+03 +3.122752017e+03 +3.122752017e+03 +7.0000e+00 +2.0000e+00 +1.7000e+01 +4.0000e+00 +1.5000e+01 +0.0000e+00 +0.0000e+00 +7.0000e+00 +5.0000e+00 +2.5000e+01 +0.0000e+00 +1.0000e+00 +1.9000e+01 +7.0000e+00 +5.0000e+00 +0.0000e+00 +2.3000e+01 +1.5000e+01 +1.0000e+00 +1.5000e+01
45 +2.385208017e+03 +2.385208017e+03 +2.464688017e+03 +2.464688017e+03 +6.0000e+00 +1.6000e+01 +0.0000e+00 +1.1000e+01 +1.0000e+00 +7.0000e+00 +0.0000e+00 +6.0000e+00 +1.5000e+01 +1.1000e+01 +7.0000e+00 +5.0000e+00 +1.8000e+01 +6.0000e+00 +1.5000e+01 +0.0000e+00 +2.8000e+01 +1.0000e+00 +5.0000e+00 +1.0000e+00
148 +1.176424017e+03 +1.176424017e+03 +1.255904017e+03 +1.255904017e+03 +0.0000e+00 +6.0000e+00 +1.0000e+00 +3.0000e+00 +1.6000e+01 +9.0000e+00 +3.0000e+00 +2.0000e+00 +1.0000e+00 +3.0000e+00 +1.2000e+01 +0.0000e+00 +4.0000e+00 +9.0000e+00 +1.6000e+01 +1.0000e+00 +4.0000e+00 +7.0000e+00 +4.0000e+00 +1.0000e+00
226 +9.979872173e+02 +9.979872173e+02 +1.077467217e+03 +1.077467217e+03 +3.0000e+00 +8.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +1.8000e+01 +9.0000e+00 +9.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01
231 +5.486176173e+02 +5.486176173e+02 +6.280976173e+02 +6.280976173e+02 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +1.8000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00
313 +1.925424173e+02 +1.925424173e+02 +2.720224173e+02 +2.720224173e+02 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +1.0000e+00
363 +8.977281728e+01 +8.977281728e+01 +1.692528173e+02 +1.692528173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.047184482e+03 +7.047184482e+03 +7.441664482e+03 +7.441664482e+03 +3.1000e+01 +5.0000e+00 +1.0000e+00 +2.1000e+01 +2.9000e+01 +2.6000e+01 +4.0000e+00 +2.2000e+01 +1.9000e+01 +1.0000e+01 +1.2000e+01 +1.0000e+01 +1.0000e+01 +1.6000e+01 +2.6000e+01 +1.3000e+01 +2.9000e+01 +8.0000e+00 +1.0000e+01 +1.3000e+01
5 +5.232109282e+03 +5.232109282e+03 +5.626589282e+03 +5.626589282e+03 +4.0000e+00 +5.0000e+00 +2.1000e+01 +5.0000e+00 +1.5000e+01 +2.5000e+01 +2.0000e+01 +2.7000e+01 +1.0000e+01 +1.3000e+01 +2.0000e+00 +1.3000e+01 +1.3000e+01 +2.2000e+01 +2.5000e+01 +1.5000e+01 +8.0000e+00 +4.0000e+00 +1.3000e+01 +1.5000e+01
44 +3.665555682e+03 +3.665555682e+03 +4.060035682e+03 +4.060035682e+03 +5.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +7.0000e+00 +1.8000e+01 +2.3000e+01 +1.2000e+01 +1.0000e+00 +2.0000e+00 +7.0000e+00 +2.0000e+00 +2.0000e+00 +2.8000e+01 +1.8000e+01 +2.3000e+01 +1.0000e+00 +1.7000e+01 +2.0000e+00 +2.3000e+01
98 +1.863723682e+03 +1.863723682e+03 +2.258203682e+03 +2.258203682e+03 +1.9000e+01 +2.0000e+00 +2.0000e+00 +9.0000e+00 +1.0000e+01 +2.0000e+00 +1.0000e+01 +9.0000e+00 +2.0000e+00 +2.0000e+00 +9.0000e+00 +2.0000e+00 +1.9000e+01 +2.0000e+01 +8.0000e+00 +2.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00
140 +1.486085282e+03 +1.486085282e+03 +1.880565282e+03 +1.880565282e+03 +0.0000e+00 +1.0000e+00 +1.5000e+01 +1.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.5000e+01 +1.0000e+00 +1.5000e+01 +1.0000e+00 +1.0000e+00 +1.3000e+01 +1.0000e+00 +1.3000e+01
190 +9.492964819e+02 +9.492964819e+02 +1.343776482e+03 +1.343776482e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +1.4000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +1.2000e+01 +0.0000e+00
340 +5.607316819e+02 +5.607316819e+02 +9.552116819e+02 +9.552116819e+02 +8.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
367 +3.502900819e+02 +3.502900819e+02 +7.447700819e+02 +7.447700819e+02 +1.0000e+00 +0.0000e+00 +4.0000e+00 +1.0000e+00 +1.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +4.0000e+00 +1.0000e+00 +4.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +4.0000e+00 +1.0000e+00 +1.0000e+00 +1.0000e+00 +4.0000e+00 +1.0000e+00
390 +1.466628819e+02 +1.466628819e+02 +5.411428819e+02 +5.411428819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.735786196e+03 +4.735786196e+03 +4.488676196e+03 +4.488676196e+03 +2.2000e+01 +1.8000e+01 +1.7000e+01 +1.3000e+01 +1.7000e+01 +1.2000e+01 +2.4000e+01 +1.3000e+01 +2.5000e+01 +2.5000e+01 +1.3000e+01 +2.4000e+01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +1.2000e+01 +0.0000e+00 +1.2000e+01 +2.0000e+00
5 +3.586899796e+03 +3.586899796e+03 +3.339789796e+03 +3.339789796e+03 +2.5000e+01 +2.1000e+01 +1.0000e+00 +1.0000e+01 +1.0000e+00 +1.6000e+01 +1.4000e+01 +1.0000e+01 +8.0000e+00 +8.0000e+00 +1.0000e+01 +5.0000e+00 +1.3000e+01 +1.9000e+01 +3.0000e+00 +2.6000e+01 +1.6000e+01 +3.0000e+00 +1.6000e+01 +3.0000e+00
35 +2.344730196e+03 +2.344730196e+03 +2.097620196e+03 +2.097620196e+03 +1.3000e+01 +0.0000e+00 +1.1000e+01 +0.0000e+00 +1.1000e+01 +1.7000e+01 +2.6000e+01 +0.0000e+00 +1.0000e+01 +1.0000e+01 +0.0000e+00 +1.8000e+01 +6.0000e+00 +0.0000e+00 +8.0000e+00 +5.0000e+00 +1.7000e+01 +8.0000e+00 +1.7000e+01 +0.0000e+00
135 +8.579173958e+02 +8.579173958e+02 +6.108073958e+02 +6.108073958e+02 +7.0000e+00 +8.0000e+00 +0.0000e+00 +1.5000e+01 +0.0000e+00 +4.0000e+00 +0.0000e+00 +3.0000e+00 +8.0000e+00 +4.0000e+00 +6.0000e+00 +6.0000e+00 +6.0000e+00 +0.0000e+00 +1.1000e+01 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00
259 +3.393077958e+02 +3.393077958e+02 +9.219779584e+01 +9.219779584e+01 +4.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +5.0000e+00 +4.0000e+00 +0.0000e+00 +7.0000e+00 +5.0000e+00 +4.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +7.0000e+00 +4.0000e+00 +0.0000e+00 +5.0000e+00
