% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.996828817e+03 +6.996828817e+03 +7.076308817e+03 +7.076308817e+03 +9.0000e+00 +0.0000e+00 +2.5000e+01 +1.0000e+00 +1.7000e+01 +2.9000e+01 +2.9000e+01 +1.1000e+01 +6.0000e+00 +1.1000e+01 +5.0000e+00 +2.8000e+01 +2.2000e+01 +5.0000e+00 +2.1000e+01 +7.0000e+00 +1.0000e+01 +3.0000e+01 +2.2000e+01 +2.7000e+01
2 +5.012270417e+03 +5.012270417e+03 +5.091750417e+03 +5.091750417e+03 +1.9000e+01 +0.0000e+00 +0.0000e+00 +3.0000e+00 +1.4000e+01 +0.0000e+00 +3.0000e+01 +1.8000e+01 +1.1000e+01 +2.1000e+01 +1.7000e+01 +2.2000e+01 +1.0000e+01 +4.0000e+00 +2.2000e+01 +0.0000e+00 +2.0000e+00 +2.0000e+01 +2.1000e+01 +1.6000e+01
20 +3.639262417e+03 +3.639262417e+03 +3.718742417e+03 +3.718742417e+03 +1.6000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +2.7000e+01 +1.5000e+01 +8.0000e+00 +1.8000e+01 +1.4000e+01 +1.9000e+01 +7.0000e+00 +1.0000e+00 +1.9000e+01 +0.0000e+00 +0.0000e+00 +1.7000e+01 +1.8000e+01 +1.3000e+01
44 +2.194691217e+03 +2.194691217e+03 +2.274171217e+03 +2.274171217e+03 +1.2000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +2.3000e+01 +1.1000e+01 +4.0000e+00 +1.4000e+01 +1.0000e+01 +1.5000e+01 +3.0000e+00 +0.0000e+00 +1.5000e+01 +0.0000e+00 +0.0000e+00 +1.3000e+01 +1.4000e+01 +9.0000e+00
62 +1.385142417e+03 +1.385142417e+03 +1.464622417e+03 +1.464622417e+03 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +2.0000e+01 +8.0000e+00 +1.0000e+00 +1.1000e+01 +7.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.1000e+01 +6.0000e+00
74 +9.693728173e+02 +9.693728173e+02 +1.048852817e+03 +1.048852817e+03 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +1.8000e+01 +6.0000e+00 +0.0000e+00 +9.0000e+00 +5.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +9.0000e+00 +4.0000e+00
92 +5.214928173e+02 +5.214928173e+02 +6.009728173e+02 +6.009728173e+02 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +3.0000e+00 +0.0000e+00 +6.0000e+00 +2.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +6.0000e+00 +1.0000e+00
104 +3.290048173e+02 +3.290048173e+02 +4.084848173e+02 +4.084848173e+02 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +1.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +4.0000e+00 +0.0000e+00
116 +2.169744173e+02 +2.169744173e+02 +2.964544173e+02 +2.964544173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+00 +0.0000e+00
134 +1.556416173e+02 +1.556416173e+02 +2.351216173e+02 +2.351216173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
148 +8.979841728e+01 +8.979841728e+01 +1.692784173e+02 +1.692784173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.372928482e+03 +6.372928482e+03 +6.767408482e+03 +6.767408482e+03 +7.0000e+00 +1.0000e+00 +1.6000e+01 +3.0000e+01 +2.1000e+01 +1.4000e+01 +6.0000e+00 +1.6000e+01 +2.0000e+01 +2.3000e+01 +1.4000e+01 +4.0000e+00 +2.2000e+01 +0.0000e+00 +1.3000e+01 +9.0000e+00 +2.3000e+01 +1.8000e+01 +2.2000e+01 +2.6000e+01
2 +5.342058082e+03 +5.342058082e+03 +5.736538082e+03 +5.736538082e+03 +1.1000e+01 +2.9000e+01 +9.0000e+00 +4.0000e+00 +3.0000e+00 +2.0000e+00 +1.6000e+01 +1.5000e+01 +1.6000e+01 +6.0000e+00 +1.5000e+01 +4.0000e+00 +4.0000e+00 +2.9000e+01 +1.9000e+01 +1.5000e+01 +2.6000e+01 +2.2000e+01 +1.3000e+01 +1.1000e+01
17 +3.617488482e+03 +3.617488482e+03 +4.011968482e+03 +4.011968482e+03 +0.0000e+00 +2.6000e+01 +1.0000e+01 +2.2000e+01 +1.1000e+01 +0.0000e+00 +9.0000e+00 +1.3000e+01 +0.0000e+00 +2.0000e+00 +9.0000e+00 +1.8000e+01 +4.0000e+00 +1.8000e+01 +1.0000e+01 +9.0000e+00 +0.0000e+00 +2.5000e+01 +2.0000e+01 +6.0000e+00
41 +2.227162082e+03 +2.227162082e+03 +2.621642082e+03 +2.621642082e+03 +0.0000e+00 +2.2000e+01 +6.0000e+00 +1.8000e+01 +7.0000e+00 +0.0000e+00 +5.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +1.4000e+01 +0.0000e+00 +1.4000e+01 +6.0000e+00 +5.0000e+00 +0.0000e+00 +2.1000e+01 +1.6000e+01 +2.0000e+00
59 +1.491630882e+03 +1.491630882e+03 +1.886110882e+03 +1.886110882e+03 +0.0000e+00 +1.9000e+01 +3.0000e+00 +1.5000e+01 +4.0000e+00 +0.0000e+00 +2.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.1000e+01 +0.0000e+00 +1.1000e+01 +3.0000e+00 +2.0000e+00 +0.0000e+00 +1.8000e+01 +1.3000e+01 +0.0000e+00
77 +9.693412819e+02 +9.693412819e+02 +1.363821282e+03 +1.363821282e+03 +0.0000e+00 +1.6000e+01 +0.0000e+00 +1.2000e+01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +1.0000e+01 +0.0000e+00
95 +6.260676819e+02 +6.260676819e+02 +1.020547682e+03 +1.020547682e+03 +0.0000e+00 +1.3000e+01 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +7.0000e+00 +0.0000e+00
109 +3.867108819e+02 +3.867108819e+02 +7.811908819e+02 +7.811908819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +4.0000e+00 +8.0000e+00
121 +2.475396819e+02 +2.475396819e+02 +6.420196819e+02 +6.420196819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +2.0000e+00 +6.0000e+00
