% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.285316817e+03 +9.285316817e+03 +9.364796817e+03 +9.364796817e+03 +2.1000e+01 +3.0000e+00 +9.0000e+00 +8.0000e+00 +2.9000e+01 +1.5000e+01 +2.7000e+01 +3.0000e+00 +2.4000e+01 +2.9000e+01 +2.7000e+01 +4.0000e+00 +2.7000e+01 +8.0000e+00 +2.9000e+01 +2.7000e+01 +1.0000e+00 +2.8000e+01 +2.4000e+01 +2.7000e+01
2 +5.885084817e+03 +5.885084817e+03 +5.964564817e+03 +5.964564817e+03 +9.0000e+00 +2.2000e+01 +2.6000e+01 +1.4000e+01 +1.6000e+01 +0.0000e+00 +1.0000e+01 +1.8000e+01 +2.4000e+01 +1.2000e+01 +1.0000e+01 +2.0000e+01 +1.0000e+01 +1.4000e+01 +1.2000e+01 +6.0000e+00 +2.1000e+01 +2.6000e+01 +2.4000e+01 +1.0000e+01
6 +3.967827217e+03 +3.967827217e+03 +4.047307217e+03 +4.047307217e+03 +5.0000e+00 +1.0000e+00 +7.0000e+00 +1.7000e+01 +4.0000e+00 +1.6000e+01 +1.5000e+01 +1.7000e+01 +2.3000e+01 +1.0000e+01 +1.5000e+01 +2.4000e+01 +1.5000e+01 +1.7000e+01 +1.0000e+01 +1.0000e+01 +1.0000e+00 +3.0000e+00 +2.3000e+01 +1.5000e+01
43 +1.662785617e+03 +1.662785617e+03 +1.742265617e+03 +1.742265617e+03 +2.8000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +9.0000e+00 +3.0000e+00 +0.0000e+00 +1.1000e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +1.7000e+01 +3.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.726045282e+03 +5.726045282e+03 +6.120525282e+03 +6.120525282e+03 +2.8000e+01 +1.0000e+01 +1.5000e+01 +1.4000e+01 +0.0000e+00 +6.0000e+00 +1.2000e+01 +1.0000e+00 +1.0000e+01 +2.6000e+01 +2.6000e+01 +2.8000e+01 +6.0000e+00 +1.0000e+01 +9.0000e+00 +1.4000e+01 +1.0000e+00 +2.8000e+01 +1.5000e+01 +1.5000e+01
4 +3.337854882e+03 +3.337854882e+03 +3.732334882e+03 +3.732334882e+03 +3.0000e+00 +7.0000e+00 +3.0000e+00 +2.5000e+01 +1.6000e+01 +1.7000e+01 +3.0000e+00 +4.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +2.1000e+01 +1.7000e+01 +7.0000e+00 +5.0000e+00 +2.5000e+01 +4.0000e+00 +2.1000e+01 +1.0000e+01 +3.0000e+00
34 +2.365470882e+03 +2.365470882e+03 +2.759950882e+03 +2.759950882e+03 +6.0000e+00 +3.0000e+00 +2.3000e+01 +1.2000e+01 +7.0000e+00 +1.0000e+01 +6.0000e+00 +1.2000e+01 +4.0000e+00 +3.0000e+00 +3.0000e+00 +0.0000e+00 +1.0000e+01 +4.0000e+00 +4.0000e+00 +1.2000e+01 +1.2000e+01 +0.0000e+00 +1.0000e+01 +2.3000e+01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.318688596e+03 +6.318688596e+03 +6.071578596e+03 +6.071578596e+03 +2.0000e+01 +3.0000e+00 +3.0000e+01 +4.0000e+00 +2.0000e+00 +2.3000e+01 +1.8000e+01 +2.3000e+01 +1.9000e+01 +2.3000e+01 +0.0000e+00 +1.8000e+01 +1.9000e+01 +2.8000e+01 +1.7000e+01 +1.2000e+01 +2.8000e+01 +1.2000e+01 +1.7000e+01 +2.0000e+00
4 +4.565566996e+03 +4.565566996e+03 +4.318456996e+03 +4.318456996e+03 +5.0000e+00 +1.8000e+01 +4.0000e+00 +2.1000e+01 +3.0000e+00 +1.9000e+01 +2.1000e+01 +1.9000e+01 +2.0000e+00 +1.9000e+01 +2.0000e+00 +2.1000e+01 +1.8000e+01 +1.9000e+01 +2.6000e+01 +6.0000e+00 +1.9000e+01 +6.0000e+00 +1.3000e+01 +1.6000e+01
9 +3.822200596e+03 +3.822200596e+03 +3.575090596e+03 +3.575090596e+03 +2.5000e+01 +8.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +2.0000e+00 +2.1000e+01 +2.0000e+00 +2.4000e+01 +2.0000e+00 +5.0000e+00 +2.1000e+01 +3.0000e+00 +1.5000e+01 +4.0000e+00 +1.1000e+01 +1.5000e+01 +1.1000e+01 +1.8000e+01 +2.5000e+01
57 +2.509178196e+03 +2.509178196e+03 +2.262068196e+03 +2.262068196e+03 +1.3000e+01 +4.0000e+00 +2.3000e+01 +5.0000e+00 +0.0000e+00 +4.0000e+00 +1.0000e+00 +4.0000e+00 +1.2000e+01 +4.0000e+00 +1.3000e+01 +1.0000e+00 +2.0000e+01 +1.9000e+01 +7.0000e+00 +7.0000e+00 +1.9000e+01 +7.0000e+00 +1.8000e+01 +2.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.702132035e+03 +2.702132035e+03 +2.550092035e+03 +2.550092035e+03 +2.0000e+00 +3.0000e+00 +2.0000e+00 +2.0000e+01 +9.0000e+00 +2.9000e+01 +2.0000e+00 +1.0000e+00 +1.0000e+00 +2.5000e+01 +1.2000e+01 +0.0000e+00 +3.0000e+00 +7.0000e+00 +2.0000e+00 +0.0000e+00 +2.5000e+01 +1.2000e+01 +1.0000e+01 +9.0000e+00
10 +2.258501635e+03 +2.258501635e+03 +2.106461635e+03 +2.106461635e+03 +1.0000e+01 +6.0000e+00 +6.0000e+00 +1.9000e+01 +1.5000e+01 +2.4000e+01 +0.0000e+00 +6.0000e+00 +4.0000e+00 +4.0000e+00 +0.0000e+00 +1.1000e+01 +1.0000e+00 +2.6000e+01 +6.0000e+00 +1.1000e+01 +4.0000e+00 +0.0000e+00 +7.0000e+00 +1.5000e+01
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.151362828e+03 +4.151362828e+03 +4.126112828e+03 +4.126112828e+03 +2.2000e+01 +9.0000e+00 +6.0000e+00 +1.4000e+01 +3.0000e+01 +9.0000e+00 +2.5000e+01 +9.0000e+00 +9.0000e+00 +9.0000e+00 +2.5000e+01 +9.0000e+00 +9.0000e+00 +6.0000e+00 +6.0000e+00 +2.0000e+01 +1.0000e+00 +1.7000e+01 +9.0000e+00 +3.0000e+00
6 +2.645914828e+03 +2.645914828e+03 +2.620664828e+03 +2.620664828e+03 +2.3000e+01 +1.1000e+01 +2.2000e+01 +1.5000e+01 +4.0000e+00 +7.0000e+00 +1.1000e+01 +7.0000e+00 +7.0000e+00 +8.0000e+00 +1.1000e+01 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +4.0000e+00 +2.0000e+00 +1.9000e+01 +8.0000e+00 +9.0000e+00
63 +2.499596428e+03 +2.499596428e+03 +2.474346428e+03 +2.474346428e+03 +0.0000e+00 +3.0000e+00 +8.0000e+00 +0.0000e+00 +1.0000e+01 +1.1000e+01 +6.0000e+00 +1.1000e+01 +1.1000e+01 +2.6000e+01 +6.0000e+00 +1.1000e+01 +1.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +3.0000e+00 +2.6000e+01 +0.0000e+00
