% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.031676482e+04 +1.031676482e+04 +1.039624482e+04 +1.039624482e+04 +3.0000e+01 +2.0000e+01 +1.9000e+01 +2.5000e+01 +2.5000e+01 +2.2000e+01 +2.2000e+01 +2.6000e+01 +2.8000e+01 +2.5000e+01 +1.5000e+01 +2.5000e+01 +2.0000e+01 +2.5000e+01 +2.2000e+01 +2.6000e+01 +1.5000e+01 +1.9000e+01 +2.4000e+01 +8.0000e+00
2 +5.273552017e+03 +5.273552017e+03 +5.353032017e+03 +5.353032017e+03 +1.5000e+01 +1.0000e+00 +1.7000e+01 +2.2000e+01 +8.0000e+00 +7.0000e+00 +1.5000e+01 +2.5000e+01 +9.0000e+00 +8.0000e+00 +2.4000e+01 +2.2000e+01 +1.9000e+01 +8.0000e+00 +7.0000e+00 +2.5000e+01 +2.4000e+01 +1.7000e+01 +3.0000e+00 +5.0000e+00
15 +3.895931217e+03 +3.895931217e+03 +3.975411217e+03 +3.975411217e+03 +8.0000e+00 +2.1000e+01 +1.4000e+01 +6.0000e+00 +1.4000e+01 +8.0000e+00 +8.0000e+00 +8.0000e+00 +1.9000e+01 +2.1000e+01 +2.1000e+01 +1.4000e+01 +0.0000e+00 +2.1000e+01 +2.1000e+01 +8.0000e+00 +0.0000e+00 +4.0000e+00 +4.0000e+00 +8.0000e+00
39 +2.453316817e+03 +2.453316817e+03 +2.532796817e+03 +2.532796817e+03 +1.0000e+00 +2.0000e+01 +1.7000e+01 +1.7000e+01 +4.0000e+00 +4.0000e+00 +1.7000e+01 +4.0000e+00 +2.0000e+00 +4.0000e+00 +1.7000e+01 +1.7000e+01 +1.7000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +0.0000e+00
93 +1.329696017e+03 +1.329696017e+03 +1.409176017e+03 +1.409176017e+03 +0.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00 +8.0000e+00
99 +9.842160173e+02 +9.842160173e+02 +1.063696017e+03 +1.063696017e+03 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +0.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00 +7.0000e+00
134 +4.117360173e+02 +4.117360173e+02 +4.912160173e+02 +4.912160173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +1.3000e+01 +0.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +4.0000e+00 +4.0000e+00 +0.0000e+00
140 +2.150096173e+02 +2.150096173e+02 +2.944896173e+02 +2.944896173e+02 +3.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +3.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +3.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00 +3.0000e+00
146 +1.502272173e+02 +1.502272173e+02 +2.297072173e+02 +2.297072173e+02 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +2.0000e+00 +0.0000e+00 +2.0000e+00
158 +8.977281728e+01 +8.977281728e+01 +1.692528173e+02 +1.692528173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
