% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.550484817e+03 +5.550484817e+03 +5.629964817e+03 +5.629964817e+03 +0.0000e+00 +2.4000e+01 +2.8000e+01 +0.0000e+00 +9.0000e+00 +2.2000e+01 +1.6000e+01 +5.0000e+00 +3.0000e+00 +1.2000e+01 +2.2000e+01 +6.0000e+00 +7.0000e+00 +7.0000e+00 +1.9000e+01 +1.5000e+01 +2.7000e+01 +2.6000e+01 +6.0000e+00 +1.4000e+01
33 +3.858196817e+03 +3.858196817e+03 +3.937676817e+03 +3.937676817e+03 +1.5000e+01 +1.9000e+01 +1.3000e+01 +1.2000e+01 +3.0000e+00 +1.9000e+01 +0.0000e+00 +3.0000e+00 +1.4000e+01 +7.0000e+00 +3.0000e+00 +4.0000e+00 +2.3000e+01 +2.2000e+01 +1.2000e+01 +4.0000e+00 +1.7000e+01 +4.0000e+00 +2.9000e+01 +9.0000e+00
233 +2.307020817e+03 +2.307020817e+03 +2.386500817e+03 +2.386500817e+03 +1.1000e+01 +1.5000e+01 +9.0000e+00 +8.0000e+00 +0.0000e+00 +1.5000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.9000e+01 +1.8000e+01 +8.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +2.5000e+01 +5.0000e+00
383 +1.495772817e+03 +1.495772817e+03 +1.575252817e+03 +1.575252817e+03 +8.0000e+00 +1.2000e+01 +6.0000e+00 +5.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.6000e+01 +1.5000e+01 +5.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +2.2000e+01 +2.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.955019682e+03 +5.955019682e+03 +6.349499682e+03 +6.349499682e+03 +1.6000e+01 +2.0000e+00 +1.0000e+01 +1.1000e+01 +3.0000e+01 +2.8000e+01 +2.5000e+01 +1.0000e+01 +8.0000e+00 +1.6000e+01 +5.0000e+00 +8.0000e+00 +1.8000e+01 +2.0000e+01 +1.4000e+01 +1.2000e+01 +2.8000e+01 +2.1000e+01 +1.0000e+00 +2.0000e+00
46 +3.753022882e+03 +3.753022882e+03 +4.147502882e+03 +4.147502882e+03 +2.8000e+01 +1.4000e+01 +5.0000e+00 +1.9000e+01 +2.6000e+01 +5.0000e+00 +5.0000e+00 +5.0000e+00 +9.0000e+00 +3.0000e+00 +1.3000e+01 +6.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +2.8000e+01 +6.0000e+00 +4.0000e+00 +3.0000e+00 +5.0000e+00
246 +2.365613282e+03 +2.365613282e+03 +2.760093282e+03 +2.760093282e+03 +2.4000e+01 +1.0000e+01 +1.0000e+00 +1.5000e+01 +2.2000e+01 +1.0000e+00 +1.0000e+00 +1.0000e+00 +5.0000e+00 +0.0000e+00 +9.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +2.4000e+01 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00
415 +1.528914082e+03 +1.528914082e+03 +1.923394082e+03 +1.923394082e+03 +0.0000e+00 +1.6000e+01 +1.1000e+01 +1.0000e+01 +1.4000e+01 +3.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +1.6000e+01 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +8.0000e+00 +1.6000e+01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.060842196e+03 +5.060842196e+03 +4.813732196e+03 +4.813732196e+03 +2.3000e+01 +1.8000e+01 +0.0000e+00 +1.0000e+01 +1.8000e+01 +2.2000e+01 +5.0000e+00 +1.5000e+01 +2.2000e+01 +1.5000e+01 +1.2000e+01 +4.0000e+00 +1.4000e+01 +1.0000e+00 +1.2000e+01 +2.4000e+01 +1.8000e+01 +6.0000e+00 +7.0000e+00 +3.0000e+01
2 +2.846278996e+03 +2.846278996e+03 +2.599168996e+03 +2.599168996e+03 +5.0000e+00 +1.2000e+01 +6.0000e+00 +1.6000e+01 +1.4000e+01 +2.6000e+01 +8.0000e+00 +1.0000e+00 +2.0000e+00 +3.0000e+00 +1.7000e+01 +1.3000e+01 +8.0000e+00 +1.3000e+01 +1.0000e+01 +4.0000e+00 +2.5000e+01 +3.0000e+00 +5.0000e+00 +1.5000e+01
52 +2.475387796e+03 +2.475387796e+03 +2.228277796e+03 +2.228277796e+03 +4.0000e+00 +1.1000e+01 +5.0000e+00 +1.5000e+01 +1.3000e+01 +2.5000e+01 +7.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+00 +1.6000e+01 +1.2000e+01 +7.0000e+00 +1.2000e+01 +9.0000e+00 +3.0000e+00 +2.4000e+01 +2.0000e+00 +4.0000e+00 +1.4000e+01
252 +1.377782996e+03 +1.377782996e+03 +1.130672996e+03 +1.130672996e+03 +0.0000e+00 +7.0000e+00 +1.0000e+00 +1.1000e+01 +9.0000e+00 +2.1000e+01 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +8.0000e+00 +3.0000e+00 +8.0000e+00 +5.0000e+00 +0.0000e+00 +2.0000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+01
402 +8.628133958e+02 +8.628133958e+02 +6.157033958e+02 +6.157033958e+02 +0.0000e+00 +4.0000e+00 +0.0000e+00 +8.0000e+00 +6.0000e+00 +1.8000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +5.0000e+00 +0.0000e+00 +5.0000e+00 +2.0000e+00 +0.0000e+00 +1.7000e+01 +0.0000e+00 +0.0000e+00 +7.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.851000835e+03 +5.851000835e+03 +5.698960835e+03 +5.698960835e+03 +2.3000e+01 +2.0000e+00 +7.0000e+00 +1.6000e+01 +9.0000e+00 +2.1000e+01 +1.6000e+01 +1.6000e+01 +5.0000e+00 +2.5000e+01 +2.4000e+01 +1.7000e+01 +1.0000e+01 +2.6000e+01 +2.4000e+01 +1.0000e+00 +2.9000e+01 +2.0000e+00 +1.8000e+01 +1.8000e+01
9 +3.842821635e+03 +3.842821635e+03 +3.690781635e+03 +3.690781635e+03 +1.3000e+01 +4.0000e+00 +1.1000e+01 +2.5000e+01 +4.0000e+00 +5.0000e+00 +3.0000e+01 +7.0000e+00 +0.0000e+00 +2.0000e+01 +1.3000e+01 +1.5000e+01 +0.0000e+00 +2.3000e+01 +3.0000e+00 +1.8000e+01 +3.0000e+00 +1.9000e+01 +1.1000e+01 +5.0000e+00
191 +2.250672835e+03 +2.250672835e+03 +2.098632835e+03 +2.098632835e+03 +1.0000e+00 +6.0000e+00 +1.0000e+00 +7.0000e+00 +2.0000e+00 +2.0000e+01 +0.0000e+00 +0.0000e+00 +1.3000e+01 +5.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +2.5000e+01 +1.7000e+01 +1.1000e+01 +1.5000e+01 +2.5000e+01 +2.0000e+00 +5.0000e+00
341 +1.542460035e+03 +1.542460035e+03 +1.390420035e+03 +1.390420035e+03 +0.0000e+00 +3.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +1.7000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+01 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.2000e+01 +1.4000e+01 +8.0000e+00 +1.2000e+01 +2.2000e+01 +0.0000e+00 +2.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.511974028e+03 +7.511974028e+03 +7.486724028e+03 +7.486724028e+03 +2.7000e+01 +6.0000e+00 +3.0000e+01 +2.0000e+01 +1.5000e+01 +2.0000e+01 +2.0000e+01 +2.2000e+01 +1.2000e+01 +1.9000e+01 +2.3000e+01 +4.0000e+00 +8.0000e+00 +2.9000e+01 +2.3000e+01 +5.0000e+00 +7.0000e+00 +2.5000e+01 +1.0000e+01 +2.3000e+01
2 +4.425911628e+03 +4.425911628e+03 +4.400661628e+03 +4.400661628e+03 +2.3000e+01 +1.6000e+01 +1.9000e+01 +2.2000e+01 +2.0000e+00 +4.0000e+00 +2.7000e+01 +1.2000e+01 +1.0000e+00 +0.0000e+00 +2.1000e+01 +5.0000e+00 +6.0000e+00 +1.0000e+00 +1.0000e+01 +7.0000e+00 +1.1000e+01 +1.5000e+01 +1.3000e+01 +2.4000e+01
