% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.534558417e+03 +5.534558417e+03 +5.614038417e+03 +5.614038417e+03 +1.7000e+01 +4.0000e+00 +5.0000e+00 +7.0000e+00 +9.0000e+00 +1.4000e+01 +0.0000e+00 +4.0000e+00 +8.0000e+00 +2.9000e+01 +3.0000e+01 +3.0000e+00 +1.3000e+01 +2.7000e+01 +2.4000e+01 +6.0000e+00 +3.0000e+01 +2.0000e+00 +2.0000e+01 +5.0000e+00
4 +3.567998417e+03 +3.567998417e+03 +3.647478417e+03 +3.647478417e+03 +1.4000e+01 +9.0000e+00 +2.2000e+01 +9.0000e+00 +1.2000e+01 +1.7000e+01 +2.1000e+01 +2.0000e+01 +1.9000e+01 +7.0000e+00 +2.0000e+00 +2.0000e+01 +1.1000e+01 +1.6000e+01 +0.0000e+00 +4.0000e+00 +6.0000e+00 +2.0000e+00 +0.0000e+00 +8.0000e+00
16 +2.483422417e+03 +2.483422417e+03 +2.562902417e+03 +2.562902417e+03 +2.0000e+00 +1.5000e+01 +1.9000e+01 +6.0000e+00 +9.0000e+00 +1.4000e+01 +1.8000e+01 +1.7000e+01 +1.6000e+01 +4.0000e+00 +0.0000e+00 +1.7000e+01 +8.0000e+00 +1.3000e+01 +0.0000e+00 +1.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00
28 +1.577628817e+03 +1.577628817e+03 +1.657108817e+03 +1.657108817e+03 +1.2000e+01 +0.0000e+00 +1.6000e+01 +3.0000e+00 +6.0000e+00 +1.1000e+01 +1.5000e+01 +1.4000e+01 +1.3000e+01 +1.0000e+00 +0.0000e+00 +1.4000e+01 +5.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00
40 +9.203616173e+02 +9.203616173e+02 +9.998416173e+02 +9.998416173e+02 +6.0000e+00 +1.0000e+00 +1.3000e+01 +0.0000e+00 +3.0000e+00 +8.0000e+00 +1.2000e+01 +1.1000e+01 +1.0000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +2.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
48 +6.216864173e+02 +6.216864173e+02 +7.011664173e+02 +7.011664173e+02 +0.0000e+00 +3.0000e+00 +1.1000e+01 +0.0000e+00 +1.0000e+00 +6.0000e+00 +1.0000e+01 +9.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
60 +3.144464173e+02 +3.144464173e+02 +3.939264173e+02 +3.939264173e+02 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +7.0000e+00 +6.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
64 +2.474672173e+02 +2.474672173e+02 +3.269472173e+02 +3.269472173e+02 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +6.0000e+00 +5.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
72 +1.546816173e+02 +1.546816173e+02 +2.341616173e+02 +2.341616173e+02 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +3.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
84 +9.790241728e+01 +9.790241728e+01 +1.773824173e+02 +1.773824173e+02 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
