% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.209104017e+03 +5.209104017e+03 +5.288584017e+03 +5.288584017e+03 +1.4000e+01 +2.0000e+00 +2.0000e+00 +5.0000e+00 +5.0000e+00 +2.5000e+01 +2.6000e+01 +3.0000e+01 +2.1000e+01 +8.0000e+00 +7.0000e+00 +4.0000e+00 +2.2000e+01 +7.0000e+00 +1.4000e+01 +6.0000e+00 +0.0000e+00 +2.0000e+01 +1.3000e+01 +2.8000e+01
119 +1.536324817e+03 +1.536324817e+03 +1.615804817e+03 +1.615804817e+03 +1.3000e+01 +1.9000e+01 +3.0000e+00 +1.5000e+01 +3.0000e+00 +6.0000e+00 +0.0000e+00 +1.0000e+00 +1.0000e+00 +0.0000e+00 +2.0000e+00 +2.0000e+00 +9.0000e+00 +1.9000e+01 +1.0000e+00 +8.0000e+00 +9.0000e+00 +7.0000e+00 +0.0000e+00 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.429597282e+03 +5.429597282e+03 +5.824077282e+03 +5.824077282e+03 +1.0000e+01 +3.0000e+00 +8.0000e+00 +2.3000e+01 +1.0000e+01 +2.0000e+00 +1.0000e+00 +1.2000e+01 +8.0000e+00 +2.0000e+01 +2.7000e+01 +2.4000e+01 +3.0000e+01 +5.0000e+00 +1.2000e+01 +1.5000e+01 +1.4000e+01 +2.6000e+01 +2.0000e+01 +2.0000e+00
45 +3.895662882e+03 +3.895662882e+03 +4.290142882e+03 +4.290142882e+03 +9.0000e+00 +1.0000e+01 +2.6000e+01 +8.0000e+00 +2.0000e+00 +2.0000e+00 +4.0000e+00 +1.3000e+01 +5.0000e+00 +1.0000e+00 +1.4000e+01 +7.0000e+00 +2.2000e+01 +2.3000e+01 +1.4000e+01 +2.8000e+01 +5.0000e+00 +1.0000e+01 +3.0000e+00 +1.8000e+01
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.951901396e+03 +5.951901396e+03 +5.704791396e+03 +5.704791396e+03 +1.9000e+01 +2.3000e+01 +0.0000e+00 +2.2000e+01 +2.7000e+01 +1.0000e+00 +1.6000e+01 +1.2000e+01 +1.1000e+01 +3.0000e+01 +7.0000e+00 +2.3000e+01 +1.5000e+01 +1.2000e+01 +2.0000e+00 +2.3000e+01 +9.0000e+00 +1.5000e+01 +1.0000e+01 +2.2000e+01
13 +3.269946196e+03 +3.269946196e+03 +3.022836196e+03 +3.022836196e+03 +1.4000e+01 +1.4000e+01 +2.4000e+01 +9.0000e+00 +3.0000e+00 +1.8000e+01 +2.2000e+01 +1.0000e+00 +1.7000e+01 +1.4000e+01 +5.0000e+00 +0.0000e+00 +2.2000e+01 +7.0000e+00 +1.0000e+00 +6.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+01 +1.2000e+01
449 +2.494470996e+03 +2.494470996e+03 +2.247360996e+03 +2.247360996e+03 +2.3000e+01 +1.5000e+01 +0.0000e+00 +3.0000e+00 +1.3000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.6000e+01 +6.0000e+00 +1.0000e+01 +1.1000e+01 +5.0000e+00 +2.5000e+01 +1.0000e+01 +0.0000e+00 +2.0000e+00 +7.0000e+00 +1.8000e+01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
