% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.911396817e+03 +4.911396817e+03 +4.990876817e+03 +4.990876817e+03 +1.4000e+01 +7.0000e+00 +1.7000e+01 +7.0000e+00 +2.9000e+01 +6.0000e+00 +1.6000e+01 +2.6000e+01 +1.1000e+01 +9.0000e+00 +1.8000e+01 +9.0000e+00 +1.4000e+01 +2.8000e+01 +0.0000e+00 +2.0000e+00 +7.0000e+00 +1.2000e+01 +1.8000e+01 +0.0000e+00
5 +3.246080017e+03 +3.246080017e+03 +3.325560017e+03 +3.325560017e+03 +1.0000e+01 +1.2000e+01 +0.0000e+00 +2.5000e+01 +9.0000e+00 +1.0000e+01 +3.0000e+00 +2.6000e+01 +0.0000e+00 +2.0000e+00 +1.7000e+01 +3.0000e+00 +1.3000e+01 +1.2000e+01 +2.0000e+00 +1.4000e+01 +2.4000e+01 +4.0000e+00 +6.0000e+00 +0.0000e+00
23 +2.236814417e+03 +2.236814417e+03 +2.316294417e+03 +2.316294417e+03 +9.0000e+00 +7.0000e+00 +0.0000e+00 +2.2000e+01 +6.0000e+00 +7.0000e+00 +0.0000e+00 +2.3000e+01 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +1.0000e+01 +9.0000e+00 +0.0000e+00 +1.1000e+01 +2.1000e+01 +1.0000e+00 +3.0000e+00 +0.0000e+00
41 +1.570832017e+03 +1.570832017e+03 +1.650312017e+03 +1.650312017e+03 +1.2000e+01 +0.0000e+00 +0.0000e+00 +1.9000e+01 +3.0000e+00 +4.0000e+00 +0.0000e+00 +2.0000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +7.0000e+00 +6.0000e+00 +0.0000e+00 +8.0000e+00 +1.8000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
59 +9.850848173e+02 +9.850848173e+02 +1.064564817e+03 +1.064564817e+03 +7.0000e+00 +1.0000e+00 +0.0000e+00 +1.6000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.7000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +4.0000e+00 +3.0000e+00 +0.0000e+00 +5.0000e+00 +1.5000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
77 +6.060384173e+02 +6.060384173e+02 +6.855184173e+02 +6.855184173e+02 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
95 +3.722656173e+02 +3.722656173e+02 +4.517456173e+02 +4.517456173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.060851682e+03 +6.060851682e+03 +6.455331682e+03 +6.455331682e+03 +1.1000e+01 +6.0000e+00 +3.0000e+00 +6.0000e+00 +3.0000e+01 +2.5000e+01 +1.2000e+01 +1.7000e+01 +1.2000e+01 +8.0000e+00 +3.0000e+00 +6.0000e+00 +1.8000e+01 +3.0000e+01 +1.4000e+01 +1.7000e+01 +2.7000e+01 +1.0000e+00 +2.1000e+01 +2.5000e+01
5 +3.726870882e+03 +3.726870882e+03 +4.121350882e+03 +4.121350882e+03 +3.0000e+00 +1.2000e+01 +9.0000e+00 +2.0000e+00 +9.0000e+00 +1.7000e+01 +1.0000e+00 +1.4000e+01 +2.6000e+01 +9.0000e+00 +4.0000e+00 +2.3000e+01 +2.7000e+01 +0.0000e+00 +0.0000e+00 +1.5000e+01 +1.7000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00
29 +2.308978082e+03 +2.308978082e+03 +2.703458082e+03 +2.703458082e+03 +3.0000e+00 +4.0000e+00 +5.0000e+00 +0.0000e+00 +5.0000e+00 +1.3000e+01 +0.0000e+00 +1.0000e+01 +2.2000e+01 +5.0000e+00 +0.0000e+00 +1.9000e+01 +2.3000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +1.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
47 +1.529275682e+03 +1.529275682e+03 +1.923755682e+03 +1.923755682e+03 +0.0000e+00 +1.0000e+00 +2.0000e+00 +0.0000e+00 +2.0000e+00 +1.0000e+01 +0.0000e+00 +7.0000e+00 +1.9000e+01 +2.0000e+00 +0.0000e+00 +1.6000e+01 +2.0000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00
