% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.672320017e+03 +5.672320017e+03 +5.751800017e+03 +5.751800017e+03 +1.4000e+01 +1.7000e+01 +1.0000e+00 +1.2000e+01 +1.4000e+01 +2.0000e+00 +1.6000e+01 +4.0000e+00 +6.0000e+00 +3.0000e+01 +1.7000e+01 +6.0000e+00 +2.0000e+01 +1.1000e+01 +2.8000e+01 +2.9000e+01 +2.3000e+01 +1.2000e+01 +1.0000e+00 +2.0000e+01
23 +3.959892817e+03 +3.959892817e+03 +4.039372817e+03 +4.039372817e+03 +5.0000e+00 +8.0000e+00 +2.3000e+01 +2.3000e+01 +2.2000e+01 +1.0000e+00 +2.2000e+01 +9.0000e+00 +8.0000e+00 +8.0000e+00 +0.0000e+00 +2.0000e+01 +8.0000e+00 +8.0000e+00 +8.0000e+00 +5.0000e+00 +0.0000e+00 +1.4000e+01 +3.0000e+00 +2.7000e+01
47 +2.476420817e+03 +2.476420817e+03 +2.555900817e+03 +2.555900817e+03 +1.0000e+00 +4.0000e+00 +1.9000e+01 +1.9000e+01 +1.8000e+01 +0.0000e+00 +1.8000e+01 +5.0000e+00 +4.0000e+00 +4.0000e+00 +0.0000e+00 +1.6000e+01 +4.0000e+00 +4.0000e+00 +4.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +2.3000e+01
67 +1.412849617e+03 +1.412849617e+03 +1.492329617e+03 +1.492329617e+03 +3.0000e+00 +6.0000e+00 +0.0000e+00 +1.0000e+00 +3.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +1.9000e+01 +6.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +1.7000e+01 +1.8000e+01 +1.2000e+01 +1.0000e+00 +0.0000e+00 +9.0000e+00
85 +8.534640173e+02 +8.534640173e+02 +9.329440173e+02 +9.329440173e+02 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +1.6000e+01 +3.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.4000e+01 +1.5000e+01 +9.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00
97 +5.962544173e+02 +5.962544173e+02 +6.757344173e+02 +6.757344173e+02 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +1.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +1.2000e+01 +1.3000e+01 +7.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00
115 +3.491824173e+02 +3.491824173e+02 +4.286624173e+02 +4.286624173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +9.0000e+00 +1.0000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00
127 +2.455920173e+02 +2.455920173e+02 +3.250720173e+02 +3.250720173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +8.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
143 +1.497312173e+02 +1.497312173e+02 +2.292112173e+02 +2.292112173e+02 +0.0000e+00 +0.0000e+00 +3.0000e+00 +3.0000e+00 +2.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00
159 +9.792481728e+01 +9.792481728e+01 +1.774048173e+02 +1.774048173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
