% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.737212817e+03 +6.737212817e+03 +6.816692817e+03 +6.816692817e+03 +9.0000e+00 +2.0000e+01 +8.0000e+00 +1.0000e+01 +5.0000e+00 +1.6000e+01 +2.9000e+01 +1.6000e+01 +1.7000e+01 +5.0000e+00 +2.5000e+01 +2.5000e+01 +1.8000e+01 +5.0000e+00 +3.0000e+00 +1.8000e+01 +2.9000e+01 +1.7000e+01 +2.5000e+01 +2.5000e+01
5 +6.137630417e+03 +6.137630417e+03 +6.217110417e+03 +6.217110417e+03 +1.1000e+01 +8.0000e+00 +1.4000e+01 +1.6000e+01 +1.2000e+01 +7.0000e+00 +9.0000e+00 +7.0000e+00 +2.5000e+01 +4.0000e+00 +2.5000e+01 +2.4000e+01 +3.0000e+01 +1.2000e+01 +2.8000e+01 +3.0000e+01 +9.0000e+00 +5.0000e+00 +1.1000e+01 +2.4000e+01
7 +3.670830417e+03 +3.670830417e+03 +3.750310417e+03 +3.750310417e+03 +1.1000e+01 +2.0000e+00 +0.0000e+00 +1.9000e+01 +1.7000e+01 +1.2000e+01 +0.0000e+00 +1.2000e+01 +1.2000e+01 +1.6000e+01 +4.0000e+00 +1.5000e+01 +2.3000e+01 +1.7000e+01 +1.1000e+01 +2.3000e+01 +0.0000e+00 +1.4000e+01 +1.1000e+01 +1.5000e+01
36 +2.428524817e+03 +2.428524817e+03 +2.508004817e+03 +2.508004817e+03 +1.7000e+01 +1.4000e+01 +1.2000e+01 +9.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +7.0000e+00 +1.2000e+01 +2.3000e+01 +4.0000e+00 +1.8000e+01 +2.3000e+01 +4.0000e+00 +0.0000e+00 +1.0000e+00 +1.2000e+01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.977008482e+03 +3.977008482e+03 +4.371488482e+03 +4.371488482e+03 +1.5000e+01 +1.8000e+01 +8.0000e+00 +9.0000e+00 +1.9000e+01 +2.4000e+01 +9.0000e+00 +1.0000e+00 +0.0000e+00 +7.0000e+00 +9.0000e+00 +8.0000e+00 +1.0000e+00 +5.0000e+00 +7.0000e+00 +0.0000e+00 +1.7000e+01 +1.4000e+01 +2.4000e+01 +2.1000e+01
107 +2.379872482e+03 +2.379872482e+03 +2.774352482e+03 +2.774352482e+03 +7.0000e+00 +8.0000e+00 +1.5000e+01 +2.0000e+00 +1.1000e+01 +1.7000e+01 +2.0000e+00 +2.0000e+00 +1.3000e+01 +0.0000e+00 +2.0000e+00 +1.5000e+01 +2.0000e+00 +4.0000e+00 +8.0000e+00 +1.3000e+01 +4.0000e+00 +4.0000e+00 +1.7000e+01 +1.8000e+01
582 +1.511526882e+03 +1.511526882e+03 +1.906006882e+03 +1.906006882e+03 +1.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +1.9000e+01 +2.7000e+01 +1.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.839016596e+03 +5.839016596e+03 +5.591906596e+03 +5.591906596e+03 +6.0000e+00 +2.1000e+01 +2.0000e+00 +2.2000e+01 +0.0000e+00 +1.2000e+01 +2.0000e+01 +6.0000e+00 +1.2000e+01 +1.7000e+01 +2.2000e+01 +2.2000e+01 +3.0000e+01 +3.0000e+01 +6.0000e+00 +2.0000e+00 +6.0000e+00 +3.0000e+01 +2.1000e+01 +1.2000e+01
4 +3.279562196e+03 +3.279562196e+03 +3.032452196e+03 +3.032452196e+03 +9.0000e+00 +1.7000e+01 +9.0000e+00 +8.0000e+00 +6.0000e+00 +2.2000e+01 +2.1000e+01 +2.3000e+01 +1.0000e+00 +8.0000e+00 +8.0000e+00 +4.0000e+00 +1.9000e+01 +9.0000e+00 +6.0000e+00 +9.0000e+00 +9.0000e+00 +1.9000e+01 +1.7000e+01 +1.0000e+00
66 +1.573765396e+03 +1.573765396e+03 +1.326655396e+03 +1.326655396e+03 +5.0000e+00 +1.0000e+00 +1.5000e+01 +2.0000e+01 +1.0000e+00 +3.0000e+00 +3.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+01 +4.0000e+00 +4.0000e+00 +8.0000e+00 +1.0000e+01 +1.5000e+01 +5.0000e+00 +4.0000e+00 +1.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.507610435e+03 +7.507610435e+03 +7.355570435e+03 +7.355570435e+03 +3.0000e+01 +2.6000e+01 +3.0000e+00 +2.8000e+01 +1.3000e+01 +2.6000e+01 +2.5000e+01 +1.5000e+01 +2.8000e+01 +1.5000e+01 +3.0000e+00 +6.0000e+00 +3.0000e+01 +2.6000e+01 +6.0000e+00 +5.0000e+00 +1.1000e+01 +3.0000e+01 +3.0000e+00 +1.1000e+01
3 +3.755786435e+03 +3.755786435e+03 +3.603746435e+03 +3.603746435e+03 +8.0000e+00 +1.5000e+01 +5.0000e+00 +1.0000e+01 +8.0000e+00 +1.5000e+01 +8.0000e+00 +1.0000e+01 +1.0000e+01 +1.0000e+01 +2.0000e+00 +1.8000e+01 +8.0000e+00 +1.5000e+01 +1.8000e+01 +1.8000e+01 +3.0000e+01 +8.0000e+00 +2.0000e+00 +3.0000e+01
7 +1.117391235e+03 +1.117391235e+03 +9.653512352e+02 +9.653512352e+02 +0.0000e+00 +0.0000e+00 +1.3000e+01 +2.0000e+00 +9.0000e+00 +0.0000e+00 +6.0000e+00 +5.0000e+00 +2.0000e+00 +5.0000e+00 +1.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.5000e+01 +1.8000e+01 +0.0000e+00 +1.0000e+00 +1.8000e+01
703 +8.439752352e+02 +8.439752352e+02 +6.919352352e+02 +6.919352352e+02 +1.2000e+01 +2.0000e+00 +1.4000e+01 +0.0000e+00 +7.0000e+00 +1.0000e+01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +1.0000e+00 +4.0000e+00 +1.0000e+01 +1.0000e+00 +2.0000e+00 +7.0000e+00 +4.0000e+00 +5.0000e+00 +7.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
