% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.955435217e+03 +4.955435217e+03 +5.034915217e+03 +5.034915217e+03 +1.7000e+01 +1.0000e+00 +2.6000e+01 +2.4000e+01 +0.0000e+00 +6.0000e+00 +0.0000e+00 +1.0000e+00 +6.0000e+00 +1.1000e+01 +7.0000e+00 +2.5000e+01 +2.0000e+01 +2.6000e+01 +2.6000e+01 +1.0000e+00 +2.6000e+01 +0.0000e+00 +9.0000e+00 +1.7000e+01
20 +3.150859217e+03 +3.150859217e+03 +3.230339217e+03 +3.230339217e+03 +5.0000e+00 +2.3000e+01 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +2.1000e+01 +2.1000e+01 +7.0000e+00 +2.1000e+01 +0.0000e+00 +7.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +2.0000e+01 +2.1000e+01 +8.0000e+00 +0.0000e+00 +0.0000e+00
26 +2.186569617e+03 +2.186569617e+03 +2.266049617e+03 +2.266049617e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.2000e+01 +1.9000e+01 +0.0000e+00 +0.0000e+00 +2.0000e+01 +2.0000e+01 +0.0000e+00 +0.0000e+00 +7.0000e+00 +1.9000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +6.0000e+00
32 +1.152952017e+03 +1.152952017e+03 +1.232432017e+03 +1.232432017e+03 +4.0000e+00 +1.0000e+00 +6.0000e+00 +1.9000e+01 +0.0000e+00 +2.1000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +1.9000e+01 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
38 +6.132336173e+02 +6.132336173e+02 +6.927136173e+02 +6.927136173e+02 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+01 +0.0000e+00 +0.0000e+00 +4.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00
44 +9.966721728e+01 +9.966721728e+01 +1.791472173e+02 +1.791472173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +3.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.804699682e+03 +7.804699682e+03 +8.199179682e+03 +8.199179682e+03 +1.9000e+01 +0.0000e+00 +1.6000e+01 +6.0000e+00 +0.0000e+00 +1.6000e+01 +2.1000e+01 +7.0000e+00 +3.0000e+01 +2.7000e+01 +1.4000e+01 +1.8000e+01 +2.1000e+01 +2.7000e+01 +2.1000e+01 +2.1000e+01 +3.0000e+01 +2.7000e+01 +7.0000e+00 +7.0000e+00
4 +5.019046882e+03 +5.019046882e+03 +5.413526882e+03 +5.413526882e+03 +2.0000e+01 +4.0000e+00 +2.0000e+01 +2.0000e+01 +0.0000e+00 +2.0000e+01 +1.0000e+00 +2.1000e+01 +1.2000e+01 +1.5000e+01 +1.7000e+01 +1.0000e+01 +1.0000e+00 +1.5000e+01 +1.0000e+00 +2.0000e+01 +1.2000e+01 +1.5000e+01 +2.1000e+01 +2.1000e+01
6 +3.499125282e+03 +3.499125282e+03 +3.893605282e+03 +3.893605282e+03 +2.0000e+00 +7.0000e+00 +7.0000e+00 +6.0000e+00 +3.0000e+01 +7.0000e+00 +2.1000e+01 +0.0000e+00 +2.0000e+00 +1.0000e+00 +2.7000e+01 +1.7000e+01 +2.1000e+01 +1.0000e+00 +2.1000e+01 +1.0000e+01 +2.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00
