% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.407595217e+03 +7.407595217e+03 +7.487075217e+03 +7.487075217e+03 +9.0000e+00 +1.7000e+01 +2.3000e+01 +7.0000e+00 +2.9000e+01 +2.2000e+01 +6.0000e+00 +0.0000e+00 +2.6000e+01 +2.4000e+01 +1.6000e+01 +9.0000e+00 +3.0000e+01 +2.6000e+01 +1.3000e+01 +2.0000e+01 +2.7000e+01 +1.4000e+01 +6.0000e+00 +0.0000e+00
2 +5.744726417e+03 +5.744726417e+03 +5.824206417e+03 +5.824206417e+03 +1.7000e+01 +1.3000e+01 +1.9000e+01 +1.2000e+01 +2.2000e+01 +9.0000e+00 +5.0000e+00 +4.0000e+00 +1.4000e+01 +3.0000e+01 +2.4000e+01 +1.0000e+00 +2.0000e+01 +1.0000e+00 +1.7000e+01 +7.0000e+00 +0.0000e+00 +1.6000e+01 +2.6000e+01 +2.2000e+01
50 +3.736545617e+03 +3.736545617e+03 +3.816025617e+03 +3.816025617e+03 +5.0000e+00 +1.1000e+01 +2.9000e+01 +1.9000e+01 +0.0000e+00 +1.5000e+01 +5.0000e+00 +1.7000e+01 +1.0000e+01 +1.7000e+01 +6.0000e+00 +1.2000e+01 +1.1000e+01 +1.5000e+01 +9.0000e+00 +2.9000e+01 +0.0000e+00 +0.0000e+00 +8.0000e+00 +8.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.062568482e+03 +5.062568482e+03 +5.457048482e+03 +5.457048482e+03 +1.1000e+01 +1.1000e+01 +1.2000e+01 +2.6000e+01 +2.1000e+01 +2.0000e+01 +5.0000e+00 +1.4000e+01 +1.5000e+01 +2.2000e+01 +2.0000e+00 +2.1000e+01 +1.4000e+01 +1.3000e+01 +1.6000e+01 +1.1000e+01 +1.2000e+01 +4.0000e+00 +2.2000e+01 +7.0000e+00
61 +3.883189282e+03 +3.883189282e+03 +4.277669282e+03 +4.277669282e+03 +0.0000e+00 +1.3000e+01 +0.0000e+00 +1.4000e+01 +2.0000e+01 +3.0000e+00 +2.5000e+01 +2.8000e+01 +0.0000e+00 +1.7000e+01 +1.3000e+01 +1.1000e+01 +0.0000e+00 +7.0000e+00 +5.0000e+00 +8.0000e+00 +5.0000e+00 +1.9000e+01 +2.4000e+01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.547610196e+03 +4.547610196e+03 +4.300500196e+03 +4.300500196e+03 +9.0000e+00 +2.4000e+01 +2.7000e+01 +1.6000e+01 +2.4000e+01 +1.0000e+01 +1.4000e+01 +1.1000e+01 +9.0000e+00 +5.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.4000e+01 +1.1000e+01 +5.0000e+00 +4.0000e+00 +9.0000e+00 +2.9000e+01
22 +3.309514196e+03 +3.309514196e+03 +3.062404196e+03 +3.062404196e+03 +1.1000e+01 +1.8000e+01 +1.8000e+01 +4.0000e+00 +1.1000e+01 +1.7000e+01 +1.0000e+01 +9.0000e+00 +1.3000e+01 +2.4000e+01 +3.0000e+00 +1.4000e+01 +1.8000e+01 +4.0000e+00 +2.5000e+01 +0.0000e+00 +0.0000e+00 +2.0000e+00 +1.7000e+01 +7.0000e+00
122 +2.509667796e+03 +2.509667796e+03 +2.262557796e+03 +2.262557796e+03 +9.0000e+00 +1.6000e+01 +1.6000e+01 +2.0000e+00 +9.0000e+00 +1.5000e+01 +8.0000e+00 +7.0000e+00 +1.1000e+01 +2.2000e+01 +1.0000e+00 +1.2000e+01 +1.6000e+01 +2.0000e+00 +2.3000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +5.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.315663235e+03 +9.315663235e+03 +9.163623235e+03 +9.163623235e+03 +2.7000e+01 +2.5000e+01 +2.5000e+01 +2.6000e+01 +9.0000e+00 +3.0000e+01 +6.0000e+00 +2.8000e+01 +2.3000e+01 +2.9000e+01 +5.0000e+00 +2.0000e+00 +2.4000e+01 +2.7000e+01 +5.0000e+00 +1.4000e+01 +2.8000e+01 +2.0000e+01 +2.8000e+01 +2.2000e+01
2 +5.895751235e+03 +5.895751235e+03 +5.743711235e+03 +5.743711235e+03 +2.6000e+01 +5.0000e+00 +1.0000e+01 +2.8000e+01 +3.0000e+01 +1.6000e+01 +1.0000e+01 +1.0000e+01 +5.0000e+00 +1.0000e+00 +2.0000e+00 +4.0000e+00 +2.8000e+01 +2.3000e+01 +2.3000e+01 +1.2000e+01 +0.0000e+00 +1.6000e+01 +1.1000e+01 +3.0000e+01
20 +3.494876035e+03 +3.494876035e+03 +3.342836035e+03 +3.342836035e+03 +3.0000e+01 +1.1000e+01 +1.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +3.0000e+00 +1.8000e+01 +6.0000e+00 +1.5000e+01 +2.0000e+00 +5.0000e+00 +1.1000e+01 +2.3000e+01 +9.0000e+00 +1.2000e+01 +7.0000e+00 +2.3000e+01 +2.2000e+01 +1.0000e+00
170 +2.442781635e+03 +2.442781635e+03 +2.290741635e+03 +2.290741635e+03 +2.7000e+01 +8.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +3.0000e+00 +1.2000e+01 +0.0000e+00 +2.0000e+00 +8.0000e+00 +2.0000e+01 +6.0000e+00 +9.0000e+00 +4.0000e+00 +2.0000e+01 +1.9000e+01 +0.0000e+00
