% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.051353617e+03 +8.051353617e+03 +8.130833617e+03 +8.130833617e+03 +1.3000e+01 +2.0000e+00 +1.5000e+01 +1.3000e+01 +2.9000e+01 +4.0000e+00 +1.0000e+00 +2.8000e+01 +8.0000e+00 +2.8000e+01 +1.9000e+01 +1.0000e+00 +3.0000e+01 +1.7000e+01 +1.4000e+01 +2.5000e+01 +3.0000e+01 +2.6000e+01 +2.7000e+01 +2.0000e+00
3 +4.152488017e+03 +4.152488017e+03 +4.231968017e+03 +4.231968017e+03 +2.0000e+01 +2.5000e+01 +2.3000e+01 +6.0000e+00 +7.0000e+00 +0.0000e+00 +2.1000e+01 +2.0000e+00 +2.0000e+00 +1.1000e+01 +1.5000e+01 +3.0000e+00 +2.0000e+00 +2.0000e+01 +0.0000e+00 +1.0000e+01 +1.3000e+01 +1.1000e+01 +1.7000e+01 +1.9000e+01
9 +2.975350417e+03 +2.975350417e+03 +3.054830417e+03 +3.054830417e+03 +1.0000e+00 +6.0000e+00 +1.1000e+01 +2.3000e+01 +7.0000e+00 +2.0000e+00 +1.2000e+01 +2.2000e+01 +1.0000e+00 +1.2000e+01 +1.5000e+01 +1.1000e+01 +6.0000e+00 +0.0000e+00 +9.0000e+00 +2.2000e+01 +4.0000e+00 +5.0000e+00 +1.5000e+01 +1.8000e+01
86 +2.391336017e+03 +2.391336017e+03 +2.470816017e+03 +2.470816017e+03 +4.0000e+00 +1.4000e+01 +6.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +1.1000e+01 +7.0000e+00 +1.0000e+00 +4.0000e+00 +1.3000e+01 +0.0000e+00 +1.4000e+01 +1.5000e+01 +2.1000e+01 +1.7000e+01 +0.0000e+00 +1.1000e+01 +0.0000e+00 +1.6000e+01
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.639048482e+03 +5.639048482e+03 +6.033528482e+03 +6.033528482e+03 +1.5000e+01 +2.4000e+01 +2.2000e+01 +1.8000e+01 +2.0000e+00 +9.0000e+00 +1.4000e+01 +2.1000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00 +2.4000e+01 +4.0000e+00 +2.0000e+00 +1.8000e+01 +7.0000e+00 +8.0000e+00 +2.4000e+01 +2.1000e+01 +2.8000e+01
4 +3.799859682e+03 +3.799859682e+03 +4.194339682e+03 +4.194339682e+03 +0.0000e+00 +3.0000e+00 +1.6000e+01 +1.0000e+01 +1.3000e+01 +6.0000e+00 +4.0000e+00 +1.9000e+01 +2.0000e+00 +1.9000e+01 +1.8000e+01 +8.0000e+00 +2.1000e+01 +0.0000e+00 +1.8000e+01 +1.7000e+01 +6.0000e+00 +1.9000e+01 +1.8000e+01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.247611796e+03 +5.247611796e+03 +5.000501796e+03 +5.000501796e+03 +2.0000e+01 +0.0000e+00 +2.9000e+01 +2.0000e+01 +4.0000e+00 +2.4000e+01 +1.8000e+01 +2.0000e+00 +2.7000e+01 +3.0000e+00 +2.7000e+01 +0.0000e+00 +1.2000e+01 +1.9000e+01 +4.0000e+00 +1.9000e+01 +1.9000e+01 +1.0000e+01 +5.0000e+00 +0.0000e+00
22 +3.705200596e+03 +3.705200596e+03 +3.458090596e+03 +3.458090596e+03 +8.0000e+00 +1.5000e+01 +1.0000e+00 +2.8000e+01 +4.0000e+00 +0.0000e+00 +1.1000e+01 +1.0000e+00 +1.6000e+01 +1.1000e+01 +4.0000e+00 +0.0000e+00 +6.0000e+00 +1.3000e+01 +0.0000e+00 +2.7000e+01 +2.3000e+01 +2.0000e+01 +1.0000e+00 +1.4000e+01
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.571076035e+03 +6.571076035e+03 +6.419036035e+03 +6.419036035e+03 +2.8000e+01 +0.0000e+00 +7.0000e+00 +1.1000e+01 +1.0000e+01 +2.7000e+01 +2.1000e+01 +1.6000e+01 +1.8000e+01 +5.0000e+00 +1.4000e+01 +0.0000e+00 +2.8000e+01 +1.0000e+00 +2.8000e+01 +0.0000e+00 +2.9000e+01 +8.0000e+00 +3.0000e+01 +1.1000e+01
2 +4.367648835e+03 +4.367648835e+03 +4.215608835e+03 +4.215608835e+03 +1.5000e+01 +1.6000e+01 +8.0000e+00 +1.8000e+01 +6.0000e+00 +1.2000e+01 +3.0000e+00 +1.8000e+01 +1.7000e+01 +1.0000e+00 +1.5000e+01 +1.5000e+01 +5.0000e+00 +0.0000e+00 +2.4000e+01 +2.5000e+01 +2.1000e+01 +0.0000e+00 +5.0000e+00 +2.9000e+01
18 +2.993061635e+03 +2.993061635e+03 +2.841021635e+03 +2.841021635e+03 +2.7000e+01 +1.0000e+00 +7.0000e+00 +4.0000e+00 +8.0000e+00 +3.0000e+01 +1.1000e+01 +1.0000e+01 +0.0000e+00 +9.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+00 +8.0000e+00 +1.7000e+01 +8.0000e+00 +2.3000e+01 +1.0000e+00 +9.0000e+00 +5.0000e+00
