% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.804699217e+03 +3.804699217e+03 +3.884179217e+03 +3.884179217e+03 +0.0000e+00 +1.5000e+01 +5.0000e+00 +2.0000e+00 +2.1000e+01 +2.0000e+00 +2.0000e+01 +1.0000e+00 +7.0000e+00 +4.0000e+00 +1.7000e+01 +2.4000e+01 +2.8000e+01 +5.0000e+00 +1.9000e+01 +2.0000e+00 +6.0000e+00 +1.7000e+01 +0.0000e+00 +7.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.800835682e+03 +2.800835682e+03 +3.195315682e+03 +3.195315682e+03 +6.0000e+00 +2.0000e+00 +0.0000e+00 +1.0000e+01 +1.0000e+00 +4.0000e+00 +1.1000e+01 +1.1000e+01 +2.0000e+00 +1.7000e+01 +2.8000e+01 +1.3000e+01 +6.0000e+00 +1.2000e+01 +9.0000e+00 +0.0000e+00 +1.0000e+01 +2.5000e+01 +1.0000e+00 +4.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.751536596e+03 +5.751536596e+03 +5.504426596e+03 +5.504426596e+03 +1.9000e+01 +1.9000e+01 +1.8000e+01 +2.4000e+01 +2.6000e+01 +1.9000e+01 +3.0000e+00 +1.0000e+01 +1.2000e+01 +0.0000e+00 +1.9000e+01 +1.2000e+01 +8.0000e+00 +1.0000e+01 +1.0000e+00 +2.0000e+00 +1.5000e+01 +2.0000e+01 +2.8000e+01 +2.4000e+01
11 +3.766286996e+03 +3.766286996e+03 +3.519176996e+03 +3.519176996e+03 +7.0000e+00 +1.6000e+01 +1.0000e+01 +5.0000e+00 +9.0000e+00 +1.0000e+00 +0.0000e+00 +3.0000e+01 +1.0000e+01 +1.6000e+01 +5.0000e+00 +2.0000e+00 +0.0000e+00 +2.8000e+01 +1.4000e+01 +8.0000e+00 +2.5000e+01 +8.0000e+00 +0.0000e+00 +1.3000e+01
482 +2.130027796e+03 +2.130027796e+03 +1.882917796e+03 +1.882917796e+03 +9.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +1.8000e+01 +7.0000e+00 +1.4000e+01 +4.0000e+00 +2.0000e+00 +1.6000e+01 +3.0000e+00 +0.0000e+00 +2.2000e+01 +1.6000e+01 +3.0000e+00 +2.0000e+01 +8.0000e+00 +1.0000e+00 +9.0000e+00 +6.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.398773635e+03 +5.398773635e+03 +5.246733635e+03 +5.246733635e+03 +1.5000e+01 +2.0000e+01 +2.1000e+01 +2.8000e+01 +1.0000e+00 +1.3000e+01 +7.0000e+00 +3.0000e+00 +2.6000e+01 +5.0000e+00 +3.0000e+00 +0.0000e+00 +4.0000e+00 +2.6000e+01 +3.0000e+01 +1.1000e+01 +2.6000e+01 +7.0000e+00 +9.0000e+00 +2.6000e+01
5 +2.842733635e+03 +2.842733635e+03 +2.690693635e+03 +2.690693635e+03 +1.7000e+01 +2.1000e+01 +1.0000e+01 +1.1000e+01 +1.3000e+01 +1.2000e+01 +1.5000e+01 +2.0000e+01 +6.0000e+00 +1.4000e+01 +2.0000e+01 +2.0000e+00 +7.0000e+00 +8.0000e+00 +3.0000e+00 +1.0000e+01 +0.0000e+00 +1.0000e+01 +7.0000e+00 +0.0000e+00
231 +1.991717635e+03 +1.991717635e+03 +1.839677635e+03 +1.839677635e+03 +2.0000e+00 +5.0000e+00 +4.0000e+00 +4.0000e+00 +7.0000e+00 +4.0000e+00 +7.0000e+00 +0.0000e+00 +1.4000e+01 +2.5000e+01 +1.0000e+00 +1.0000e+01 +1.9000e+01 +5.0000e+00 +2.0000e+00 +0.0000e+00 +3.0000e+00 +1.6000e+01 +1.5000e+01 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.585966028e+03 +5.585966028e+03 +5.560716028e+03 +5.560716028e+03 +0.0000e+00 +2.7000e+01 +5.0000e+00 +1.2000e+01 +1.6000e+01 +1.7000e+01 +2.4000e+01 +7.0000e+00 +1.9000e+01 +2.8000e+01 +2.7000e+01 +1.5000e+01 +0.0000e+00 +2.7000e+01 +2.1000e+01 +7.0000e+00 +1.1000e+01 +6.0000e+00 +0.0000e+00 +5.0000e+00
181 +3.941582028e+03 +3.941582028e+03 +3.916332028e+03 +3.916332028e+03 +0.0000e+00 +2.1000e+01 +2.5000e+01 +1.4000e+01 +1.6000e+01 +2.0000e+00 +1.0000e+00 +2.9000e+01 +1.2000e+01 +1.0000e+00 +2.0000e+00 +4.0000e+00 +1.9000e+01 +1.3000e+01 +1.1000e+01 +1.3000e+01 +1.0000e+01 +1.4000e+01 +2.0000e+00 +7.0000e+00
214 +2.303742028e+03 +2.303742028e+03 +2.278492028e+03 +2.278492028e+03 +0.0000e+00 +0.0000e+00 +3.0000e+00 +1.2000e+01 +1.9000e+01 +0.0000e+00 +1.0000e+00 +1.2000e+01 +2.7000e+01 +1.4000e+01 +5.0000e+00 +4.0000e+00 +4.0000e+00 +1.0000e+01 +2.3000e+01 +6.0000e+00 +0.0000e+00 +4.0000e+00 +0.0000e+00 +4.0000e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.484334583e+03 +5.484334583e+03 +5.486564583e+03 +5.486564583e+03 +6.0000e+00 +4.0000e+00 +2.2000e+01 +2.0000e+00 +2.4000e+01 +1.7000e+01 +1.5000e+01 +1.9000e+01 +2.0000e+00 +1.5000e+01 +1.7000e+01 +1.3000e+01 +2.2000e+01 +2.4000e+01 +1.2000e+01 +7.0000e+00 +0.0000e+00 +2.3000e+01 +7.0000e+00 +2.9000e+01
36 +3.676931383e+03 +3.676931383e+03 +3.679161383e+03 +3.679161383e+03 +5.0000e+00 +2.6000e+01 +5.0000e+00 +2.6000e+01 +0.0000e+00 +8.0000e+00 +2.0000e+00 +1.0000e+00 +2.2000e+01 +1.6000e+01 +9.0000e+00 +2.4000e+01 +1.0000e+01 +3.0000e+00 +0.0000e+00 +1.3000e+01 +9.0000e+00 +6.0000e+00 +6.0000e+00 +5.0000e+00
279 +2.443179383e+03 +2.443179383e+03 +2.445409383e+03 +2.445409383e+03 +2.2000e+01 +1.4000e+01 +1.2000e+01 +1.5000e+01 +1.7000e+01 +5.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +2.5000e+01 +4.0000e+00 +1.1000e+01 +9.0000e+00 +1.0000e+01 +0.0000e+00 +3.0000e+00 +2.0000e+00 +1.0000e+01 +2.0000e+00 +1.2000e+01
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.145262547e+03 +6.145262547e+03 +6.132182547e+03 +6.132182547e+03 +0.0000e+00 +1.9000e+01 +2.3000e+01 +1.0000e+00 +3.0000e+00 +0.0000e+00 +2.8000e+01 +1.7000e+01 +1.9000e+01 +2.3000e+01 +2.5000e+01 +3.0000e+01 +1.4000e+01 +7.0000e+00 +3.0000e+00 +6.0000e+00 +2.2000e+01 +1.5000e+01 +1.8000e+01 +2.4000e+01
16 +3.647464147e+03 +3.647464147e+03 +3.634384147e+03 +3.634384147e+03 +2.5000e+01 +1.2000e+01 +2.2000e+01 +0.0000e+00 +1.3000e+01 +9.0000e+00 +1.1000e+01 +8.0000e+00 +1.2000e+01 +8.0000e+00 +1.6000e+01 +5.0000e+00 +1.1000e+01 +2.6000e+01 +1.4000e+01 +9.0000e+00 +1.4000e+01 +0.0000e+00 +2.0000e+00 +1.7000e+01
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.976025784e+03 +8.976025784e+03 +9.243185784e+03 +9.243185784e+03 +9.0000e+00 +2.6000e+01 +1.0000e+01 +8.0000e+00 +2.3000e+01 +1.0000e+01 +2.4000e+01 +2.1000e+01 +2.9000e+01 +2.3000e+01 +4.0000e+00 +3.0000e+01 +2.2000e+01 +2.3000e+01 +8.0000e+00 +1.7000e+01 +2.3000e+01 +1.5000e+01 +2.9000e+01 +2.3000e+01
3 +5.572470584e+03 +5.572470584e+03 +5.839630584e+03 +5.839630584e+03 +0.0000e+00 +2.3000e+01 +1.4000e+01 +2.7000e+01 +1.4000e+01 +1.5000e+01 +9.0000e+00 +5.0000e+00 +2.4000e+01 +0.0000e+00 +1.3000e+01 +1.9000e+01 +2.4000e+01 +1.5000e+01 +1.6000e+01 +2.0000e+01 +5.0000e+00 +1.8000e+01 +0.0000e+00 +2.0000e+00
52 +3.331920184e+03 +3.331920184e+03 +3.599080184e+03 +3.599080184e+03 +5.0000e+00 +2.6000e+01 +0.0000e+00 +5.0000e+00 +1.0000e+00 +1.3000e+01 +9.0000e+00 +2.0000e+01 +5.0000e+00 +2.6000e+01 +4.0000e+00 +8.0000e+00 +2.0000e+00 +8.0000e+00 +1.1000e+01 +2.0000e+01 +0.0000e+00 +0.0000e+00 +1.1000e+01 +0.0000e+00
324 +2.178364984e+03 +2.178364984e+03 +2.445524984e+03 +2.445524984e+03 +3.0000e+00 +6.0000e+00 +6.0000e+00 +1.9000e+01 +6.0000e+00 +1.0000e+01 +1.3000e+01 +3.0000e+00 +0.0000e+00 +1.2000e+01 +1.0000e+00 +1.1000e+01 +5.0000e+00 +6.0000e+00 +1.0000e+00 +2.4000e+01 +6.0000e+00 +7.0000e+00 +1.1000e+01 +1.0000e+01
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.426510109e+03 +5.426510109e+03 +5.430220109e+03 +5.430220109e+03 +1.0000e+01 +1.0000e+00 +1.0000e+00 +2.3000e+01 +2.8000e+01 +1.1000e+01 +2.7000e+01 +2.3000e+01 +1.0000e+00 +7.0000e+00 +1.8000e+01 +1.6000e+01 +3.0000e+00 +1.7000e+01 +1.1000e+01 +0.0000e+00 +7.0000e+00 +2.2000e+01 +2.3000e+01 +8.0000e+00
3 +3.917559709e+03 +3.917559709e+03 +3.921269709e+03 +3.921269709e+03 +1.3000e+01 +1.0000e+01 +1.7000e+01 +3.0000e+00 +1.7000e+01 +1.8000e+01 +2.0000e+00 +2.1000e+01 +1.3000e+01 +1.4000e+01 +0.0000e+00 +1.6000e+01 +3.0000e+00 +7.0000e+00 +3.0000e+00 +0.0000e+00 +1.4000e+01 +1.8000e+01 +2.0000e+01 +2.2000e+01
% function evaluation | noise-free fitness - Fopt (9.478000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.310047033e+03 +6.310047033e+03 +6.404827033e+03 +6.404827033e+03 +2.5000e+01 +0.0000e+00 +1.7000e+01 +1.6000e+01 +2.7000e+01 +2.9000e+01 +1.1000e+01 +2.6000e+01 +7.0000e+00 +6.0000e+00 +2.5000e+01 +1.2000e+01 +2.9000e+01 +9.0000e+00 +2.2000e+01 +0.0000e+00 +1.7000e+01 +7.0000e+00 +2.1000e+01 +7.0000e+00
3 +5.376064633e+03 +5.376064633e+03 +5.470844633e+03 +5.470844633e+03 +1.1000e+01 +1.7000e+01 +1.7000e+01 +2.2000e+01 +7.0000e+00 +3.0000e+00 +1.0000e+01 +7.0000e+00 +8.0000e+00 +3.0000e+01 +1.6000e+01 +9.0000e+00 +3.0000e+00 +2.5000e+01 +2.1000e+01 +1.3000e+01 +1.8000e+01 +9.0000e+00 +2.7000e+01 +1.9000e+01
4 +3.734546233e+03 +3.734546233e+03 +3.829326233e+03 +3.829326233e+03 +1.3000e+01 +2.0000e+00 +2.0000e+00 +2.0000e+01 +1.8000e+01 +1.9000e+01 +7.0000e+00 +1.0000e+00 +6.0000e+00 +8.0000e+00 +1.5000e+01 +2.9000e+01 +7.0000e+00 +2.0000e+01 +1.5000e+01 +5.0000e+00 +9.0000e+00 +0.0000e+00 +0.0000e+00 +1.6000e+01
% function evaluation | noise-free fitness - Fopt (2.339200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.359567820e+03 +5.359567820e+03 +5.593487820e+03 +5.593487820e+03 +2.2000e+01 +8.0000e+00 +1.2000e+01 +2.5000e+01 +1.9000e+01 +1.1000e+01 +2.3000e+01 +1.7000e+01 +1.6000e+01 +2.4000e+01 +3.0000e+00 +8.0000e+00 +1.4000e+01 +1.3000e+01 +7.0000e+00 +1.0000e+00 +9.0000e+00 +2.3000e+01 +1.0000e+00 +2.5000e+01
2 +3.596830220e+03 +3.596830220e+03 +3.830750220e+03 +3.830750220e+03 +8.0000e+00 +0.0000e+00 +2.0000e+00 +1.5000e+01 +1.1000e+01 +5.0000e+00 +1.6000e+01 +1.5000e+01 +4.0000e+00 +9.0000e+00 +2.9000e+01 +1.4000e+01 +3.0000e+00 +0.0000e+00 +8.0000e+00 +2.0000e+00 +1.0000e+01 +2.8000e+01 +1.6000e+01 +4.0000e+00
% function evaluation | noise-free fitness - Fopt (-6.092000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.905086836e+03 +4.905086836e+03 +4.844166836e+03 +4.844166836e+03 +3.0000e+01 +0.0000e+00 +2.0000e+00 +6.0000e+00 +1.0000e+00 +2.5000e+01 +1.5000e+01 +2.5000e+01 +9.0000e+00 +1.0000e+00 +2.0000e+00 +2.0000e+00 +2.4000e+01 +0.0000e+00 +9.0000e+00 +2.6000e+01 +1.3000e+01 +1.9000e+01 +7.0000e+00 +1.7000e+01
39 +3.617667636e+03 +3.617667636e+03 +3.556747636e+03 +3.556747636e+03 +2.7000e+01 +1.8000e+01 +1.2000e+01 +9.0000e+00 +8.0000e+00 +1.9000e+01 +2.2000e+01 +5.0000e+00 +1.1000e+01 +8.0000e+00 +0.0000e+00 +7.0000e+00 +2.1000e+01 +8.0000e+00 +0.0000e+00 +2.0000e+00 +1.6000e+01 +1.5000e+01 +1.2000e+01 +1.1000e+01
% function evaluation | noise-free fitness - Fopt (-1.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
