% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.772593617e+03 +6.772593617e+03 +6.852073617e+03 +6.852073617e+03 +1.1000e+01 +1.0000e+00 +8.0000e+00 +1.8000e+01 +1.3000e+01 +1.8000e+01 +2.8000e+01 +2.1000e+01 +2.0000e+01 +5.0000e+00 +1.6000e+01 +2.7000e+01 +2.9000e+01 +2.6000e+01 +2.7000e+01 +1.9000e+01 +0.0000e+00 +2.0000e+01 +1.1000e+01 +1.0000e+01
3 +6.133358417e+03 +6.133358417e+03 +6.212838417e+03 +6.212838417e+03 +1.0000e+01 +0.0000e+00 +7.0000e+00 +1.7000e+01 +1.2000e+01 +1.7000e+01 +2.7000e+01 +2.0000e+01 +1.9000e+01 +4.0000e+00 +1.5000e+01 +2.6000e+01 +2.8000e+01 +2.5000e+01 +2.6000e+01 +1.8000e+01 +0.0000e+00 +1.9000e+01 +1.0000e+01 +9.0000e+00
11 +3.923008017e+03 +3.923008017e+03 +4.002488017e+03 +4.002488017e+03 +2.0000e+00 +1.0000e+00 +3.0000e+00 +1.3000e+01 +8.0000e+00 +1.3000e+01 +2.3000e+01 +1.6000e+01 +1.5000e+01 +0.0000e+00 +1.1000e+01 +2.2000e+01 +2.4000e+01 +2.1000e+01 +2.2000e+01 +1.4000e+01 +0.0000e+00 +1.5000e+01 +6.0000e+00 +5.0000e+00
18 +2.511886417e+03 +2.511886417e+03 +2.591366417e+03 +2.591366417e+03 +6.0000e+00 +1.2000e+01 +1.1000e+01 +6.0000e+00 +2.2000e+01 +2.2000e+01 +1.4000e+01 +0.0000e+00 +1.9000e+01 +4.0000e+00 +2.0000e+00 +0.0000e+00 +1.0000e+01 +1.2000e+01 +0.0000e+00 +1.0000e+01 +5.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00
25 +1.481065617e+03 +1.481065617e+03 +1.560545617e+03 +1.560545617e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +1.0000e+00 +6.0000e+00 +1.6000e+01 +9.0000e+00 +8.0000e+00 +0.0000e+00 +4.0000e+00 +1.5000e+01 +1.7000e+01 +1.4000e+01 +1.5000e+01 +7.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00
31 +8.478336173e+02 +8.478336173e+02 +9.273136173e+02 +9.273136173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +3.0000e+00 +1.3000e+01 +6.0000e+00 +5.0000e+00 +0.0000e+00 +1.0000e+00 +1.2000e+01 +1.4000e+01 +1.1000e+01 +1.2000e+01 +4.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00
35 +5.566272173e+02 +5.566272173e+02 +6.361072173e+02 +6.361072173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +1.0000e+00 +1.1000e+01 +4.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +1.2000e+01 +9.0000e+00 +1.0000e+01 +2.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00
39 +3.553968173e+02 +3.553968173e+02 +4.348768173e+02 +4.348768173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +2.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +8.0000e+00 +1.0000e+01 +7.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00
43 +2.169312173e+02 +2.169312173e+02 +2.964112173e+02 +2.964112173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +8.0000e+00 +5.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
47 +1.351168173e+02 +1.351168173e+02 +2.145968173e+02 +2.145968173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +4.0000e+00 +6.0000e+00 +3.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
51 +9.330241728e+01 +9.330241728e+01 +1.727824173e+02 +1.727824173e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +4.0000e+00 +1.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
