% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.842228817e+03 +6.842228817e+03 +6.921708817e+03 +6.921708817e+03 +2.2000e+01 +2.4000e+01 +0.0000e+00 +5.0000e+00 +1.1000e+01 +7.0000e+00 +2.0000e+00 +3.0000e+00 +6.0000e+00 +1.6000e+01 +2.0000e+01 +3.0000e+01 +2.8000e+01 +1.1000e+01 +1.7000e+01 +1.9000e+01 +2.4000e+01 +2.1000e+01 +2.9000e+01 +2.4000e+01
2 +5.412004817e+03 +5.412004817e+03 +5.491484817e+03 +5.491484817e+03 +2.3000e+01 +8.0000e+00 +5.0000e+00 +2.9000e+01 +1.3000e+01 +1.0000e+01 +1.8000e+01 +6.0000e+00 +1.5000e+01 +1.1000e+01 +1.8000e+01 +1.9000e+01 +1.4000e+01 +9.0000e+00 +1.0000e+00 +1.3000e+01 +2.8000e+01 +1.9000e+01 +2.2000e+01 +8.0000e+00
8 +3.831961617e+03 +3.831961617e+03 +3.911441617e+03 +3.911441617e+03 +2.0000e+01 +5.0000e+00 +2.0000e+00 +2.6000e+01 +1.0000e+01 +7.0000e+00 +1.5000e+01 +3.0000e+00 +1.2000e+01 +8.0000e+00 +1.5000e+01 +1.6000e+01 +1.1000e+01 +6.0000e+00 +0.0000e+00 +1.0000e+01 +2.5000e+01 +1.6000e+01 +1.9000e+01 +5.0000e+00
16 +2.246500817e+03 +2.246500817e+03 +2.325980817e+03 +2.325980817e+03 +1.6000e+01 +1.0000e+00 +0.0000e+00 +2.2000e+01 +6.0000e+00 +3.0000e+00 +1.1000e+01 +0.0000e+00 +8.0000e+00 +4.0000e+00 +1.1000e+01 +1.2000e+01 +7.0000e+00 +2.0000e+00 +0.0000e+00 +6.0000e+00 +2.1000e+01 +1.2000e+01 +1.5000e+01 +1.0000e+00
22 +1.416153617e+03 +1.416153617e+03 +1.495633617e+03 +1.495633617e+03 +1.3000e+01 +0.0000e+00 +0.0000e+00 +1.9000e+01 +3.0000e+00 +0.0000e+00 +8.0000e+00 +0.0000e+00 +5.0000e+00 +1.0000e+00 +8.0000e+00 +9.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +1.8000e+01 +9.0000e+00 +1.2000e+01 +0.0000e+00
28 +8.403184173e+02 +8.403184173e+02 +9.197984173e+02 +9.197984173e+02 +1.0000e+01 +0.0000e+00 +0.0000e+00 +1.6000e+01 +0.0000e+00 +0.0000e+00 +5.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +5.0000e+00 +6.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.5000e+01 +6.0000e+00 +9.0000e+00 +0.0000e+00
32 +5.690784173e+02 +5.690784173e+02 +6.485584173e+02 +6.485584173e+02 +8.0000e+00 +0.0000e+00 +0.0000e+00 +1.4000e+01 +0.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +3.0000e+00 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.3000e+01 +4.0000e+00 +7.0000e+00 +0.0000e+00
36 +3.712160173e+02 +3.712160173e+02 +4.506960173e+02 +4.506960173e+02 +6.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +0.0000e+00 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+00 +2.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.1000e+01 +2.0000e+00 +5.0000e+00 +0.0000e+00
40 +2.432944173e+02 +2.432944173e+02 +3.227744173e+02 +3.227744173e+02 +4.0000e+00 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +9.0000e+00 +0.0000e+00 +3.0000e+00 +0.0000e+00
46 +1.497952173e+02 +1.497952173e+02 +2.292752173e+02 +2.292752173e+02 +1.0000e+00 +0.0000e+00 +0.0000e+00 +7.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
