% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.184758417e+03 +7.184758417e+03 +7.264238417e+03 +7.264238417e+03 +8.0000e+00 +2.6000e+01 +1.7000e+01 +2.6000e+01 +8.0000e+00 +2.6000e+01 +6.0000e+00 +1.4000e+01 +2.4000e+01 +9.0000e+00 +2.5000e+01 +1.2000e+01 +2.7000e+01 +2.0000e+01 +0.0000e+00 +2.4000e+01 +0.0000e+00 +2.5000e+01 +0.0000e+00 +2.1000e+01
2 +6.068552017e+03 +6.068552017e+03 +6.148032017e+03 +6.148032017e+03 +6.0000e+00 +1.7000e+01 +9.0000e+00 +8.0000e+00 +2.4000e+01 +1.3000e+01 +2.0000e+00 +1.1000e+01 +6.0000e+00 +1.4000e+01 +5.0000e+00 +9.0000e+00 +2.9000e+01 +1.3000e+01 +3.0000e+01 +2.0000e+01 +6.0000e+00 +3.0000e+01 +1.5000e+01 +3.0000e+01
17 +3.646780817e+03 +3.646780817e+03 +3.726260817e+03 +3.726260817e+03 +3.0000e+00 +0.0000e+00 +2.0000e+01 +3.0000e+00 +9.0000e+00 +1.0000e+00 +2.8000e+01 +1.3000e+01 +2.2000e+01 +1.2000e+01 +1.3000e+01 +1.5000e+01 +1.5000e+01 +0.0000e+00 +0.0000e+00 +2.7000e+01 +8.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
41 +2.313273617e+03 +2.313273617e+03 +2.392753617e+03 +2.392753617e+03 +0.0000e+00 +0.0000e+00 +1.6000e+01 +0.0000e+00 +5.0000e+00 +0.0000e+00 +2.4000e+01 +9.0000e+00 +1.8000e+01 +8.0000e+00 +9.0000e+00 +1.1000e+01 +1.1000e+01 +0.0000e+00 +0.0000e+00 +2.3000e+01 +4.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
59 +1.547928017e+03 +1.547928017e+03 +1.627408017e+03 +1.627408017e+03 +0.0000e+00 +0.0000e+00 +1.3000e+01 +0.0000e+00 +2.0000e+00 +0.0000e+00 +2.1000e+01 +6.0000e+00 +1.5000e+01 +5.0000e+00 +6.0000e+00 +8.0000e+00 +8.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+01 +1.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
77 +9.814432173e+02 +9.814432173e+02 +1.060923217e+03 +1.060923217e+03 +0.0000e+00 +0.0000e+00 +1.0000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.8000e+01 +3.0000e+00 +1.2000e+01 +2.0000e+00 +3.0000e+00 +5.0000e+00 +5.0000e+00 +0.0000e+00 +0.0000e+00 +1.7000e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
93 +6.290240173e+02 +6.290240173e+02 +7.085040173e+02 +7.085040173e+02 +3.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +2.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +6.0000e+00 +6.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +1.2000e+01 +0.0000e+00 +5.0000e+00 +0.0000e+00 +1.5000e+01 +4.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.669704482e+03 +7.669704482e+03 +8.064184482e+03 +8.064184482e+03 +1.1000e+01 +3.0000e+01 +0.0000e+00 +1.9000e+01 +2.2000e+01 +2.8000e+01 +5.0000e+00 +1.6000e+01 +2.9000e+01 +1.0000e+00 +1.9000e+01 +2.9000e+01 +9.0000e+00 +3.0000e+01 +2.9000e+01 +4.0000e+00 +1.2000e+01 +2.0000e+00 +8.0000e+00 +2.0000e+01
4 +5.170984482e+03 +5.170984482e+03 +5.565464482e+03 +5.565464482e+03 +2.2000e+01 +1.4000e+01 +2.5000e+01 +1.4000e+01 +1.0000e+00 +8.0000e+00 +5.0000e+00 +2.0000e+01 +3.0000e+00 +2.7000e+01 +7.0000e+00 +2.2000e+01 +3.0000e+00 +8.0000e+00 +1.4000e+01 +5.0000e+00 +0.0000e+00 +2.7000e+01 +1.3000e+01 +1.0000e+00
