% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.162705617e+03 +6.162705617e+03 +6.242185617e+03 +6.242185617e+03 +1.1000e+01 +1.7000e+01 +2.8000e+01 +2.6000e+01 +2.6000e+01 +1.0000e+00 +2.0000e+00 +5.0000e+00 +2.3000e+01 +2.0000e+00 +2.0000e+00 +2.7000e+01 +1.8000e+01 +9.0000e+00 +2.5000e+01 +1.9000e+01 +7.0000e+00 +2.3000e+01 +2.0000e+00 +1.9000e+01
5 +2.810878417e+03 +2.810878417e+03 +2.890358417e+03 +2.890358417e+03 +6.0000e+00 +1.6000e+01 +2.0000e+00 +4.0000e+00 +9.0000e+00 +1.8000e+01 +2.0000e+01 +6.0000e+00 +1.6000e+01 +2.1000e+01 +1.0000e+00 +5.0000e+00 +7.0000e+00 +4.0000e+00 +4.0000e+00 +2.6000e+01 +4.0000e+00 +4.0000e+00 +3.0000e+00 +2.0000e+00
519 +2.316380817e+03 +2.316380817e+03 +2.395860817e+03 +2.395860817e+03 +1.1000e+01 +0.0000e+00 +1.3000e+01 +1.3000e+01 +1.2000e+01 +4.0000e+00 +1.1000e+01 +2.5000e+01 +1.2000e+01 +1.2000e+01 +0.0000e+00 +1.3000e+01 +2.0000e+00 +1.0000e+00 +1.2000e+01 +4.0000e+00 +0.0000e+00 +1.2000e+01 +7.0000e+00 +6.0000e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.466280482e+03 +6.466280482e+03 +6.860760482e+03 +6.860760482e+03 +4.0000e+00 +1.5000e+01 +2.0000e+00 +2.2000e+01 +2.5000e+01 +4.0000e+00 +2.4000e+01 +2.9000e+01 +1.6000e+01 +3.0000e+01 +6.0000e+00 +1.0000e+01 +8.0000e+00 +9.0000e+00 +2.0000e+01 +6.0000e+00 +1.2000e+01 +2.9000e+01 +4.0000e+00 +2.3000e+01
4 +5.815373282e+03 +5.815373282e+03 +6.209853282e+03 +6.209853282e+03 +2.0000e+00 +1.2000e+01 +1.5000e+01 +2.2000e+01 +2.3000e+01 +2.3000e+01 +1.2000e+01 +7.0000e+00 +1.9000e+01 +4.0000e+00 +1.7000e+01 +2.3000e+01 +3.0000e+01 +2.0000e+01 +1.0000e+00 +5.0000e+00 +2.2000e+01 +5.0000e+00 +1.9000e+01 +1.9000e+01
20 +3.979211682e+03 +3.979211682e+03 +4.373691682e+03 +4.373691682e+03 +3.0000e+00 +2.1000e+01 +0.0000e+00 +5.0000e+00 +9.0000e+00 +0.0000e+00 +2.0000e+00 +9.0000e+00 +7.0000e+00 +2.2000e+01 +1.0000e+01 +9.0000e+00 +2.4000e+01 +7.0000e+00 +1.8000e+01 +1.3000e+01 +2.6000e+01 +1.2000e+01 +1.5000e+01 +1.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.471100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.636816596e+03 +4.636816596e+03 +4.389706596e+03 +4.389706596e+03 +1.4000e+01 +4.0000e+00 +7.0000e+00 +5.0000e+00 +0.0000e+00 +2.7000e+01 +9.0000e+00 +2.5000e+01 +1.8000e+01 +2.3000e+01 +0.0000e+00 +1.2000e+01 +0.0000e+00 +1.6000e+01 +2.2000e+01 +1.9000e+01 +2.8000e+01 +1.0000e+00 +1.5000e+01 +1.2000e+01
4 +3.707264596e+03 +3.707264596e+03 +3.460154596e+03 +3.460154596e+03 +9.0000e+00 +2.1000e+01 +1.0000e+00 +1.6000e+01 +6.0000e+00 +7.0000e+00 +2.7000e+01 +1.8000e+01 +3.0000e+00 +1.1000e+01 +0.0000e+00 +1.1000e+01 +1.3000e+01 +2.1000e+01 +3.0000e+01 +1.3000e+01 +1.0000e+00 +2.0000e+00 +6.0000e+00 +6.0000e+00
142 +2.494987796e+03 +2.494987796e+03 +2.247877796e+03 +2.247877796e+03 +6.0000e+00 +3.0000e+00 +1.4000e+01 +1.2000e+01 +1.1000e+01 +5.0000e+00 +5.0000e+00 +2.0000e+00 +1.7000e+01 +5.0000e+00 +2.0000e+00 +2.7000e+01 +0.0000e+00 +8.0000e+00 +3.0000e+00 +1.6000e+01 +3.0000e+00 +1.9000e+01 +1.0000e+01 +3.0000e+00
% function evaluation | noise-free fitness - Fopt (-1.520400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.273399235e+03 +6.273399235e+03 +6.121359235e+03 +6.121359235e+03 +1.0000e+00 +4.0000e+00 +3.0000e+01 +2.3000e+01 +1.0000e+01 +1.7000e+01 +1.9000e+01 +5.0000e+00 +2.2000e+01 +1.5000e+01 +2.4000e+01 +2.7000e+01 +6.0000e+00 +4.0000e+00 +1.1000e+01 +1.8000e+01 +1.2000e+01 +1.8000e+01 +2.8000e+01 +1.8000e+01
10 +3.189084035e+03 +3.189084035e+03 +3.037044035e+03 +3.037044035e+03 +0.0000e+00 +6.0000e+00 +4.0000e+00 +1.1000e+01 +2.0000e+00 +6.0000e+00 +5.0000e+00 +7.0000e+00 +2.9000e+01 +1.4000e+01 +1.5000e+01 +5.0000e+00 +1.0000e+00 +2.2000e+01 +9.0000e+00 +2.5000e+01 +2.9000e+01 +1.0000e+00 +2.0000e+00 +8.0000e+00
% function evaluation | noise-free fitness - Fopt (-2.525000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.061170828e+03 +5.061170828e+03 +5.035920828e+03 +5.035920828e+03 +1.9000e+01 +2.5000e+01 +2.1000e+01 +1.2000e+01 +3.0000e+00 +1.7000e+01 +2.3000e+01 +7.0000e+00 +1.6000e+01 +1.3000e+01 +2.2000e+01 +6.0000e+00 +1.6000e+01 +3.0000e+00 +1.3000e+01 +7.0000e+00 +2.5000e+01 +1.5000e+01 +3.0000e+00 +1.3000e+01
19 +3.399698828e+03 +3.399698828e+03 +3.374448828e+03 +3.374448828e+03 +6.0000e+00 +1.1000e+01 +1.1000e+01 +1.4000e+01 +7.0000e+00 +1.6000e+01 +2.0000e+01 +9.0000e+00 +1.0000e+01 +1.9000e+01 +1.4000e+01 +2.3000e+01 +1.6000e+01 +4.0000e+00 +1.2000e+01 +2.0000e+00 +4.0000e+00 +1.6000e+01 +4.0000e+00 +4.0000e+00
388 +2.482886028e+03 +2.482886028e+03 +2.457636028e+03 +2.457636028e+03 +1.1000e+01 +1.7000e+01 +1.0000e+00 +9.0000e+00 +1.0000e+01 +8.0000e+00 +9.0000e+00 +3.0000e+00 +3.0000e+00 +0.0000e+00 +5.0000e+00 +3.0000e+01 +1.0000e+01 +2.0000e+00 +1.4000e+01 +9.0000e+00 +1.0000e+00 +5.0000e+00 +2.1000e+01 +7.0000e+00
% function evaluation | noise-free fitness - Fopt (2.230000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.370878583e+03 +5.370878583e+03 +5.373108583e+03 +5.373108583e+03 +2.3000e+01 +0.0000e+00 +2.6000e+01 +1.8000e+01 +2.4000e+01 +8.0000e+00 +1.7000e+01 +1.4000e+01 +1.3000e+01 +1.6000e+01 +1.2000e+01 +1.8000e+01 +9.0000e+00 +1.4000e+01 +5.0000e+00 +9.0000e+00 +3.0000e+01 +5.0000e+00 +1.1000e+01 +2.4000e+01
3 +3.717411383e+03 +3.717411383e+03 +3.719641383e+03 +3.719641383e+03 +4.0000e+00 +9.0000e+00 +1.1000e+01 +1.7000e+01 +3.0000e+00 +2.1000e+01 +3.0000e+00 +8.0000e+00 +7.0000e+00 +1.2000e+01 +3.0000e+00 +2.7000e+01 +1.0000e+01 +9.0000e+00 +1.1000e+01 +1.1000e+01 +2.0000e+01 +2.0000e+00 +7.0000e+00 +2.5000e+01
% function evaluation | noise-free fitness - Fopt (-1.308000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.379057747e+03 +7.379057747e+03 +7.365977747e+03 +7.365977747e+03 +9.0000e+00 +8.0000e+00 +4.0000e+00 +2.9000e+01 +9.0000e+00 +7.0000e+00 +3.0000e+01 +3.0000e+01 +2.2000e+01 +1.7000e+01 +2.1000e+01 +1.0000e+01 +2.0000e+01 +2.0000e+01 +2.0000e+01 +2.8000e+01 +2.0000e+00 +1.8000e+01 +2.8000e+01 +1.5000e+01
2 +5.552188947e+03 +5.552188947e+03 +5.539108947e+03 +5.539108947e+03 +2.3000e+01 +1.1000e+01 +1.4000e+01 +2.3000e+01 +5.0000e+00 +2.0000e+00 +6.0000e+00 +9.0000e+00 +1.9000e+01 +9.0000e+00 +3.0000e+01 +9.0000e+00 +2.5000e+01 +1.6000e+01 +1.4000e+01 +2.4000e+01 +2.1000e+01 +1.0000e+00 +2.5000e+01 +1.5000e+01
16 +3.865190547e+03 +3.865190547e+03 +3.852110547e+03 +3.852110547e+03 +2.0000e+01 +0.0000e+00 +0.0000e+00 +2.7000e+01 +0.0000e+00 +1.2000e+01 +2.6000e+01 +1.2000e+01 +2.8000e+01 +3.0000e+00 +1.1000e+01 +4.0000e+00 +1.6000e+01 +0.0000e+00 +2.0000e+00 +0.0000e+00 +8.0000e+00 +1.7000e+01 +2.1000e+01 +1.0000e+01
91 +2.112880147e+03 +2.112880147e+03 +2.099800147e+03 +2.099800147e+03 +1.8000e+01 +1.1000e+01 +1.0000e+00 +1.9000e+01 +0.0000e+00 +7.0000e+00 +0.0000e+00 +1.3000e+01 +1.6000e+01 +0.0000e+00 +1.0000e+00 +1.0000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +2.1000e+01 +0.0000e+00 +0.0000e+00 +1.2000e+01 +3.0000e+00
% function evaluation | noise-free fitness - Fopt (2.671600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.483030584e+03 +4.483030584e+03 +4.750190584e+03 +4.750190584e+03 +1.8000e+01 +3.0000e+01 +1.5000e+01 +1.3000e+01 +4.0000e+00 +1.0000e+00 +1.0000e+00 +1.7000e+01 +0.0000e+00 +1.0000e+00 +0.0000e+00 +4.0000e+00 +1.0000e+00 +1.0000e+01 +1.8000e+01 +1.2000e+01 +2.8000e+01 +1.9000e+01 +7.0000e+00 +7.0000e+00
40 +3.801723384e+03 +3.801723384e+03 +4.068883384e+03 +4.068883384e+03 +3.0000e+00 +2.0000e+00 +4.0000e+00 +6.0000e+00 +4.0000e+00 +5.0000e+00 +1.9000e+01 +2.6000e+01 +1.0000e+01 +2.6000e+01 +9.0000e+00 +3.0000e+01 +0.0000e+00 +2.0000e+00 +5.0000e+00 +1.9000e+01 +5.0000e+00 +1.2000e+01 +8.0000e+00 +7.0000e+00
% function evaluation | noise-free fitness - Fopt (3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
